materialId,lotId,categoryId,subCategoryId,description,imageRefs,approxWeightKg,unit,quantity,condition,sourceType,estimatedValueInr,classificationSource,createdAt
MAT_000363,LOT_00188,crt,crt_monitor,,synthetic://images/crt_monitor/35dc6ec346d1.jpg,82.56,kg,7,partially_dismantled,office,765.2,collector,2026-06-12T06:18:00.000Z
MAT_000364,LOT_00189,pcb,pcb_power_supply,,synthetic://images/pcb_power_supply/b212503d4e69.jpg,3.93,kg,3,broken,shop,480.97,collector,2026-02-05T10:26:00.000Z
MAT_000365,LOT_00190,cable,cable_aluminium,,synthetic://images/cable_aluminium/f3e680162581.jpg,37.98,kg,1,partially_dismantled,aggregator,4733.24,collector,2026-06-08T12:14:00.000Z
MAT_000366,LOT_00190,pcb,pcb_motherboard,,synthetic://images/pcb_motherboard/e702f150fbca.jpg,4.62,kg,6,partially_dismantled,street_pickup,1457.58,collector,2026-06-08T12:14:00.000Z
MAT_000367,LOT_00190,motor_magnet,motor_small_appliance,,synthetic://images/motor_small_appliance/fcbdcd5a500b.jpg,5.99,kg,4,burnt,shop,296.67,collector,2026-06-08T12:14:00.000Z
MAT_000368,LOT_00191,mixed_plastic,plastic_hips_tv,,synthetic://images/plastic_hips_tv/c54a44701cdf.jpg,23.27,kg,1,intact,household,614.56,collector,2026-01-02T14:21:00.000Z
MAT_000369,LOT_00191,battery,battery_button_cell,,synthetic://images/battery_button_cell/238a9a3e23cb.jpg,5.94,kg,1,intact,repair_shop,670.8,collector,2026-01-02T14:21:00.000Z
MAT_000370,LOT_00192,pcb,pcb_mobile,,synthetic://images/pcb_mobile/edd3e6808ace.jpg,0.08,kg,4,partially_dismantled,repair_shop,104.23,recycler_corrected,2026-04-28T19:28:00.000Z
MAT_000371,LOT_00192,motor_magnet,motor_fan_ac,,synthetic://images/motor_fan_ac/b7f389194e24.jpg,26.4,kg,7,broken,office,3503.3,recycler_corrected,2026-04-28T19:28:00.000Z
MAT_000372,LOT_00193,pcb,pcb_mobile,,synthetic://images/pcb_mobile/d0981d59cbc0.jpg,0.17,kg,10,intact,household,174.8,collector,2026-06-28T14:27:00.000Z
MAT_000373,LOT_00193,battery,battery_li_ion_mobile,,synthetic://images/battery_li_ion_mobile/6e44ce1c93a1.jpg,0.04,kg,1,intact,aggregator,7.2,collector,2026-06-28T14:27:00.000Z
MAT_000374,LOT_00194,pcb,pcb_mobile,,synthetic://images/pcb_mobile/da14b1ab3f16.jpg,0.17,kg,11,intact,shop,194.38,collector,2026-07-19T13:57:00.000Z
MAT_000375,LOT_00194,crt,crt_monitor,,synthetic://images/crt_monitor/54b1deb8a1a5.jpg,61.05,kg,4,intact,street_pickup,509.97,collector,2026-07-19T13:57:00.000Z
MAT_000376,LOT_00195,pcb,pcb_tv_low_grade,,synthetic://images/pcb_tv_low_grade/8d8c68d78a43.jpg,0.49,kg,1,intact,shop,51.65,collector,2026-08-01T08:12:00.000Z
MAT_000377,LOT_00196,pcb,pcb_motherboard,,synthetic://images/pcb_motherboard/b0dea1621de6.jpg,6.97,kg,7,partially_dismantled,aggregator,2498.1,collector,2026-03-06T18:05:00.000Z
MAT_000378,LOT_00197,battery,battery_li_ion_laptop,,synthetic://images/battery_li_ion_laptop/754744fee784.jpg,1.62,kg,5,broken,repair_shop,290.03,collector,2025-11-25T10:04:00.000Z
MAT_000379,LOT_00197,motor_magnet,motor_speaker_magnet,,synthetic://images/motor_speaker_magnet/55117173a1e8.jpg,2.01,kg,4,broken,office,104.17,collector,2025-11-25T10:04:00.000Z
MAT_000380,LOT_00197,pcb,pcb_ram_gold,,synthetic://images/pcb_ram_gold/f4e01b1f0794.jpg,0.12,kg,5,intact,shop,166.42,collector,2025-11-25T10:04:00.000Z
MAT_000381,LOT_00198,cable,cable_copper_house,,synthetic://images/cable_copper_house/a4ddfde0966b.jpg,36.58,kg,1,partially_dismantled,street_pickup,15320.2,collector,2026-01-30T06:45:00.000Z
MAT_000382,LOT_00199,crt,crt_tv,,synthetic://images/crt_tv/e477b4781ca2.jpg,44.56,kg,3,partially_dismantled,office,293.36,recycler_corrected,2026-03-19T06:35:00.000Z
MAT_000383,LOT_00199,motor_magnet,motor_small_appliance,,synthetic://images/motor_small_appliance/2e24aebe0e0f.jpg,10.45,kg,7,intact,repair_shop,1244.49,collector,2026-03-19T06:35:00.000Z
MAT_000384,LOT_00200,pcb,pcb_ram_gold,,synthetic://images/pcb_ram_gold/79763e9f101d.jpg,0.16,kg,5,partially_dismantled,office,251.46,collector,2025-11-04T13:44:00.000Z
MAT_000385,LOT_00200,mixed_plastic,plastic_mixed_dirty,,synthetic://images/plastic_mixed_dirty/4d5707a740cb.jpg,5.94,kg,1,broken,shop,56.89,collector,2025-11-04T13:44:00.000Z
MAT_000386,LOT_00201,pcb,pcb_mobile,,synthetic://images/pcb_mobile/76960c016513.jpg,0.24,kg,11,broken,household,244.19,recycler_corrected,2026-03-14T15:30:00.000Z
MAT_000387,LOT_00201,crt,crt_monitor,,synthetic://images/crt_monitor/fe32981ac83e.jpg,98.75,kg,10,partially_dismantled,shop,913.12,collector,2026-03-14T15:30:00.000Z
MAT_000388,LOT_00201,cable,cable_aluminium,,synthetic://images/cable_aluminium/70de3cc771c5.jpg,8.01,kg,1,intact,repair_shop,1138.38,collector,2026-03-14T15:30:00.000Z
MAT_000389,LOT_00202,cable,cable_mixed_scrap,,synthetic://images/cable_mixed_scrap/97467a9ff9ae.jpg,34.54,kg,1,partially_dismantled,aggregator,6874.05,collector,2026-05-20T14:49:00.000Z
MAT_000390,LOT_00203,battery,battery_li_ion_mobile,,synthetic://images/battery_li_ion_mobile/3ed5b412210b.jpg,0.2,kg,6,burnt,household,15.87,collector,2026-07-09T11:53:00.000Z
MAT_000391,LOT_00203,cable,cable_aluminium,,synthetic://images/cable_aluminium/9dbf1e670e9e.jpg,33.8,kg,1,broken,household,3940.66,collector,2026-07-09T11:53:00.000Z
MAT_000392,LOT_00204,lcd_panel,led_backlight_strip,,synthetic://images/led_backlight_strip/9f2ab3119b9d.jpg,36,kg,1,partially_dismantled,repair_shop,3386.88,collector,2026-06-09T11:02:00.000Z
MAT_000393,LOT_00205,mixed_plastic,plastic_mixed_dirty,,synthetic://images/plastic_mixed_dirty/548390127a0e.jpg,41.42,kg,1,intact,street_pickup,495.8,recycler_corrected,2026-07-12T14:54:00.000Z
MAT_000394,LOT_00205,motor_magnet,motor_fan_ac,,synthetic://images/motor_fan_ac/2c56e1abfd9a.jpg,25.98,kg,7,intact,household,4215,collector,2026-07-12T14:54:00.000Z
MAT_000395,LOT_00206,mixed_plastic,plastic_mixed_dirty,,synthetic://images/plastic_mixed_dirty/e28834868f4e.jpg,14.82,kg,1,broken,office,156.64,collector,2025-12-07T16:48:00.000Z
MAT_000396,LOT_00206,cable,cable_data_thin,,synthetic://images/cable_data_thin/61ffc0374fbb.jpg,18.14,kg,1,burnt,shop,1280.53,collector,2025-12-07T16:48:00.000Z
MAT_000397,LOT_00206,pcb,pcb_mobile,,synthetic://images/pcb_mobile/bacc929b48c6.jpg,0.14,kg,7,burnt,household,79.3,collector,2025-12-07T16:48:00.000Z
MAT_000398,LOT_00207,pcb,pcb_tv_low_grade,,synthetic://images/pcb_tv_low_grade/adc5a94c6c76.jpg,4.58,kg,8,broken,aggregator,363.28,collector,2025-09-29T17:06:00.000Z
MAT_000399,LOT_00208,pcb,pcb_tv_low_grade,,synthetic://images/pcb_tv_low_grade/eb3109d6d0b5.jpg,3.78,kg,6,intact,street_pickup,508.15,collector,2025-11-04T18:48:00.000Z
MAT_000400,LOT_00208,cable,cable_aluminium,,synthetic://images/cable_aluminium/7731b812dc0d.jpg,29.85,kg,1,partially_dismantled,aggregator,4939.89,collector,2025-11-04T18:48:00.000Z
MAT_000401,LOT_00209,mixed_plastic,plastic_mixed_dirty,,synthetic://images/plastic_mixed_dirty/1c67c0aef9f6.jpg,21.04,kg,1,broken,office,204.27,collector,2026-09-01T08:51:00.000Z
MAT_000402,LOT_00209,cable,cable_data_thin,,synthetic://images/cable_data_thin/c79904eec85e.jpg,21.1,kg,1,partially_dismantled,household,3330.78,collector,2026-09-01T08:51:00.000Z
MAT_000403,LOT_00210,lcd_panel,lcd_tv_panel,,synthetic://images/lcd_tv_panel/bb708c4777c5.jpg,55.11,kg,7,partially_dismantled,aggregator,1273.68,recycler_corrected,2026-03-06T08:30:00.000Z
MAT_000404,LOT_00210,pcb,pcb_power_supply,,synthetic://images/pcb_power_supply/9385957bd919.jpg,10.86,kg,11,intact,shop,1515.08,collector,2026-03-06T08:30:00.000Z
MAT_000405,LOT_00211,pcb,pcb_tv_low_grade,,synthetic://images/pcb_tv_low_grade/5d47e3f6b915.jpg,4.44,kg,9,intact,shop,546.7,collector,2026-05-16T14:00:00.000Z
MAT_000406,LOT_00212,motor_magnet,motor_speaker_magnet,,synthetic://images/motor_speaker_magnet/b13a52587115.jpg,3.65,kg,12,intact,office,253.53,collector,2026-01-21T11:18:00.000Z
MAT_000407,LOT_00213,motor_magnet,motor_small_appliance,,synthetic://images/motor_small_appliance/180a3b3b2491.jpg,7.33,kg,4,wet,repair_shop,791.71,collector,2026-05-17T15:21:00.000Z
MAT_000408,LOT_00213,mixed_plastic,plastic_hips_tv,,synthetic://images/plastic_hips_tv/7922afd432cc.jpg,27.3,kg,1,partially_dismantled,shop,748.16,collector,2026-05-17T15:21:00.000Z
MAT_000409,LOT_00213,pcb,pcb_power_supply,,synthetic://images/pcb_power_supply/2d739630ea49.jpg,4.68,kg,3,intact,repair_shop,763.78,collector,2026-05-17T15:21:00.000Z
MAT_000410,LOT_00214,pcb,pcb_cpu_processor,,synthetic://images/pcb_cpu_processor/913e384dd4ab.jpg,0.17,kg,7,partially_dismantled,shop,743.19,recycler_corrected,2026-01-19T07:21:00.000Z
MAT_000411,LOT_00215,cable,cable_copper_house,,synthetic://images/cable_copper_house/149bbc7d39e7.jpg,10.35,kg,1,partially_dismantled,household,3658.98,collector,2025-12-27T16:59:00.000Z
MAT_000412,LOT_00215,pcb,pcb_tv_low_grade,,synthetic://images/pcb_tv_low_grade/7c29609d2dab.jpg,3.19,kg,6,intact,household,334.47,collector,2025-12-27T16:59:00.000Z
MAT_000413,LOT_00215,motor_magnet,motor_small_appliance,,synthetic://images/motor_small_appliance/ab26795ca541.jpg,6.77,kg,6,broken,aggregator,663.11,collector,2025-12-27T16:59:00.000Z
MAT_000414,LOT_00216,pcb,pcb_tv_low_grade,,synthetic://images/pcb_tv_low_grade/03a339a0b7d3.jpg,3.81,kg,6,partially_dismantled,aggregator,533.91,collector,2025-09-17T15:25:00.000Z
MAT_000415,LOT_00216,motor_magnet,motor_speaker_magnet,,synthetic://images/motor_speaker_magnet/573becbf5f47.jpg,1.25,kg,3,broken,shop,72.49,collector,2025-09-17T15:25:00.000Z
MAT_000416,LOT_00216,pcb,pcb_cpu_processor,,synthetic://images/pcb_cpu_processor/be5de73a7669.jpg,0.04,kg,2,broken,shop,155.89,collector,2025-09-17T15:25:00.000Z
MAT_000417,LOT_00217,pcb,pcb_mobile,,synthetic://images/pcb_mobile/e85ceb7b360b.jpg,0.07,kg,4,intact,repair_shop,86.69,recycler_corrected,2026-04-18T09:59:00.000Z
MAT_000418,LOT_00217,motor_magnet,motor_small_appliance,,synthetic://images/motor_small_appliance/6df39d09a2a0.jpg,5.52,kg,3,partially_dismantled,household,893.69,collector,2026-04-18T09:59:00.000Z
MAT_000419,LOT_00218,mixed_plastic,plastic_mixed_dirty,,synthetic://images/plastic_mixed_dirty/88c4f6aaaa16.jpg,28.28,kg,1,broken,household,223.55,collector,2026-06-20T18:42:00.000Z
MAT_000420,LOT_00219,motor_magnet,motor_speaker_magnet,,synthetic://images/motor_speaker_magnet/c6c0c407b47e.jpg,2.46,kg,7,partially_dismantled,street_pickup,170.32,collector,2026-07-04T10:35:00.000Z
MAT_000421,LOT_00220,cable,cable_aluminium,,synthetic://images/cable_aluminium/5e774c226aa8.jpg,6.47,kg,1,intact,shop,882.77,collector,2026-06-26T18:04:00.000Z
MAT_000422,LOT_00220,mixed_plastic,plastic_abs_casing,,synthetic://images/plastic_abs_casing/5683d49bf1ed.jpg,14.89,kg,1,intact,street_pickup,518.92,collector,2026-06-26T18:04:00.000Z
MAT_000423,LOT_00221,cable,cable_aluminium,,synthetic://images/cable_aluminium/0b46848d38ea.jpg,38.21,kg,1,intact,repair_shop,5225.6,collector,2026-05-26T17:33:00.000Z
MAT_000424,LOT_00221,motor_magnet,motor_fan_ac,,synthetic://images/motor_fan_ac/5825ed638179.jpg,30.12,kg,11,wet,shop,3029.35,collector,2026-05-26T17:33:00.000Z
MAT_000425,LOT_00222,cable,cable_aluminium,,synthetic://images/cable_aluminium/df9d3b417d4b.jpg,29.9,kg,1,broken,office,3345.24,collector,2026-06-22T12:19:00.000Z
MAT_000426,LOT_00222,motor_magnet,motor_speaker_magnet,,synthetic://images/motor_speaker_magnet/549d58ec5487.jpg,0.67,kg,2,intact,street_pickup,50.27,collector,2026-06-22T12:19:00.000Z
MAT_000427,LOT_00223,motor_magnet,motor_speaker_magnet,,synthetic://images/motor_speaker_magnet/9759fe303838.jpg,5.9,kg,12,intact,repair_shop,444.45,collector,2026-07-02T11:48:00.000Z
MAT_000428,LOT_00224,cable,cable_aluminium,,synthetic://images/cable_aluminium/ffa5fc5c6b3f.jpg,11.39,kg,1,intact,street_pickup,1619.43,collector,2026-07-30T12:34:00.000Z
MAT_000429,LOT_00225,lcd_panel,lcd_monitor_panel,,synthetic://images/lcd_monitor_panel/ddc3f2e0a1b2.jpg,32.73,kg,8,broken,household,749.87,collector,2026-04-18T11:52:00.000Z
MAT_000430,LOT_00225,crt,crt_yoke,,synthetic://images/crt_yoke/8a13bf68f5a4.jpg,8.41,kg,12,intact,office,647.32,collector,2026-04-18T11:52:00.000Z
MAT_000431,LOT_00225,battery,battery_li_ion_mobile,,synthetic://images/battery_li_ion_mobile/3383c29254df.jpg,0.08,kg,2,partially_dismantled,street_pickup,16.47,collector,2026-04-18T11:52:00.000Z
MAT_000432,LOT_00226,mixed_plastic,plastic_hips_tv,,synthetic://images/plastic_hips_tv/d2c134fdb861.jpg,30.99,kg,1,wet,shop,569.66,collector,2026-07-26T07:29:00.000Z
MAT_000433,LOT_00227,cable,cable_copper_house,,synthetic://images/cable_copper_house/b70ff55122fa.jpg,11.21,kg,1,intact,street_pickup,5146.29,collector,2026-07-23T10:24:00.000Z
MAT_000434,LOT_00227,motor_magnet,motor_small_appliance,,synthetic://images/motor_small_appliance/d97fdeedbf79.jpg,2.35,kg,2,intact,shop,365.73,recycler_corrected,2026-07-23T10:24:00.000Z
MAT_000435,LOT_00228,battery,battery_li_ion_mobile,,synthetic://images/battery_li_ion_mobile/8829d04ba9f2.jpg,0.19,kg,5,partially_dismantled,aggregator,39.37,collector,2026-02-16T08:38:00.000Z
MAT_000436,LOT_00229,pcb,pcb_power_supply,,synthetic://images/pcb_power_supply/cba282e1f7fa.jpg,9.2,kg,6,burnt,shop,626.38,collector,2026-05-06T15:36:00.000Z
MAT_000437,LOT_00229,motor_magnet,motor_hdd_assembly,,synthetic://images/motor_hdd_assembly/b1511ce16f09.jpg,4.24,kg,7,intact,aggregator,1136.11,recycler_corrected,2026-05-06T15:36:00.000Z
MAT_000438,LOT_00229,lcd_panel,led_backlight_strip,,synthetic://images/led_backlight_strip/04afd9f32644.jpg,2.39,kg,1,broken,repair_shop,207.62,collector,2026-05-06T15:36:00.000Z
MAT_000439,LOT_00230,mixed_plastic,plastic_abs_casing,,synthetic://images/plastic_abs_casing/818e300e285e.jpg,1.5,kg,1,partially_dismantled,office,52.2,collector,2026-08-15T08:27:00.000Z
MAT_000440,LOT_00231,battery,battery_li_ion_laptop,,synthetic://images/battery_li_ion_laptop/1bbabfe5ace4.jpg,3.83,kg,9,intact,household,979.37,collector,2025-10-19T06:17:00.000Z
MAT_000441,LOT_00231,pcb,pcb_ram_gold,,synthetic://images/pcb_ram_gold/f6e85b537a16.jpg,0.11,kg,4,broken,aggregator,144.15,collector,2025-10-19T06:17:00.000Z
MAT_000442,LOT_00232,battery,battery_li_ion_mobile,,synthetic://images/battery_li_ion_mobile/efe62ebc4e74.jpg,0.44,kg,9,intact,household,80.21,collector,2025-09-13T19:45:00.000Z
MAT_000443,LOT_00232,pcb,pcb_ram_gold,,synthetic://images/pcb_ram_gold/625fe9ed5d26.jpg,0.35,kg,9,intact,aggregator,485.78,recycler_corrected,2025-09-13T19:45:00.000Z
MAT_000444,LOT_00233,cable,cable_data_thin,,synthetic://images/cable_data_thin/d6014be2c6e5.jpg,14.26,kg,1,intact,repair_shop,2006.67,collector,2026-06-15T14:22:00.000Z
MAT_000445,LOT_00234,lcd_panel,lcd_tv_panel,,synthetic://images/lcd_tv_panel/2301983b7225.jpg,59.47,kg,7,partially_dismantled,household,1346.15,collector,2026-04-07T07:08:00.000Z
MAT_000446,LOT_00234,cable,cable_data_thin,,synthetic://images/cable_data_thin/8b2cb3cbb3c0.jpg,25.04,kg,1,broken,street_pickup,2625.73,collector,2026-04-07T07:08:00.000Z
MAT_000447,LOT_00235,mixed_plastic,plastic_abs_casing,,synthetic://images/plastic_abs_casing/979811c4dffb.jpg,24.89,kg,1,partially_dismantled,street_pickup,872.63,collector,2025-11-03T08:42:00.000Z
MAT_000448,LOT_00235,cable,cable_copper_house,,synthetic://images/cable_copper_house/133aa831b76a.jpg,42.32,kg,1,partially_dismantled,office,17762.85,collector,2025-11-03T08:42:00.000Z
MAT_000449,LOT_00235,mixed_plastic,plastic_mixed_dirty,,synthetic://images/plastic_mixed_dirty/fc776251f900.jpg,12.5,kg,1,intact,aggregator,153,recycler_corrected,2025-11-03T08:42:00.000Z
MAT_000450,LOT_00236,battery,battery_button_cell,,synthetic://images/battery_button_cell/77115fd45b44.jpg,26.92,kg,1,partially_dismantled,household,2778.55,collector,2026-03-21T14:07:00.000Z
MAT_000451,LOT_00237,pcb,pcb_tv_low_grade,,synthetic://images/pcb_tv_low_grade/0d9721ff55a2.jpg,1.89,kg,3,partially_dismantled,household,193.96,collector,2025-10-23T12:54:00.000Z
MAT_000452,LOT_00237,crt,crt_yoke,,synthetic://images/crt_yoke/305b8903cd5f.jpg,5.94,kg,9,broken,office,353.57,collector,2025-10-23T12:54:00.000Z
MAT_000453,LOT_00237,pcb,pcb_ram_gold,,synthetic://images/pcb_ram_gold/c3e4c7f1a503.jpg,0.45,kg,12,partially_dismantled,aggregator,780.28,recycler_corrected,2025-10-23T12:54:00.000Z
MAT_000454,LOT_00237,cable,cable_copper_house,,synthetic://images/cable_copper_house/06a455645bbe.jpg,32.17,kg,1,intact,household,12883.76,collector,2025-10-23T12:54:00.000Z
MAT_000455,LOT_00238,battery,battery_li_ion_mobile,,synthetic://images/battery_li_ion_mobile/754605d794df.jpg,0.31,kg,9,intact,shop,56.11,collector,2026-07-16T13:33:00.000Z
MAT_000456,LOT_00239,battery,battery_lead_acid_ups,,synthetic://images/battery_lead_acid_ups/278380320a8c.jpg,17.77,kg,2,partially_dismantled,aggregator,1388.94,collector,2026-08-03T09:51:00.000Z
MAT_000457,LOT_00239,motor_magnet,motor_speaker_magnet,,synthetic://images/motor_speaker_magnet/01c74b1ed477.jpg,3.81,kg,10,wet,household,176.26,collector,2026-08-03T09:51:00.000Z
MAT_000458,LOT_00239,motor_magnet,motor_speaker_magnet,,synthetic://images/motor_speaker_magnet/fc0af35c8415.jpg,2.34,kg,6,intact,aggregator,154.65,collector,2026-08-03T09:51:00.000Z
MAT_000459,LOT_00240,pcb,pcb_motherboard,,synthetic://images/pcb_motherboard/ff1f8e44ca0f.jpg,3.57,kg,4,intact,household,1181.92,collector,2025-10-19T08:07:00.000Z
MAT_000460,LOT_00241,pcb,pcb_power_supply,,synthetic://images/pcb_power_supply/7a87469464e7.jpg,13.47,kg,11,intact,household,1889.03,collector,2025-11-27T17:22:00.000Z
MAT_000461,LOT_00241,pcb,pcb_ram_gold,,synthetic://images/pcb_ram_gold/726b63575eee.jpg,0.33,kg,9,intact,household,493.93,collector,2025-11-27T17:22:00.000Z
MAT_000462,LOT_00241,motor_magnet,motor_fan_ac,,synthetic://images/motor_fan_ac/c00c9bdaa0f6.jpg,30.9,kg,9,partially_dismantled,repair_shop,5105.22,collector,2025-11-27T17:22:00.000Z
MAT_000463,LOT_00241,mixed_plastic,plastic_abs_casing,,synthetic://images/plastic_abs_casing/6db93dccc134.jpg,13.53,kg,1,intact,street_pickup,442.43,collector,2025-11-27T17:22:00.000Z
MAT_000464,LOT_00242,pcb,pcb_power_supply,,synthetic://images/pcb_power_supply/632ac929b61c.jpg,9.94,kg,10,intact,street_pickup,1401.54,collector,2025-10-31T06:05:00.000Z
MAT_000465,LOT_00242,motor_magnet,motor_small_appliance,,synthetic://images/motor_small_appliance/67aa88bb0fe2.jpg,11.78,kg,9,intact,repair_shop,1567.09,collector,2025-10-31T06:05:00.000Z
MAT_000466,LOT_00242,motor_magnet,motor_speaker_magnet,,synthetic://images/motor_speaker_magnet/dc761e897568.jpg,1.47,kg,3,partially_dismantled,street_pickup,102.38,collector,2025-10-31T06:05:00.000Z
MAT_000467,LOT_00242,battery,battery_li_ion_mobile,,synthetic://images/battery_li_ion_mobile/e040389fbf6e.jpg,0.42,kg,9,partially_dismantled,shop,85.12,collector,2025-10-31T06:05:00.000Z
MAT_000468,LOT_00243,cable,cable_data_thin,,synthetic://images/cable_data_thin/d4f3daef2676.jpg,9.25,kg,1,burnt,office,534.42,collector,2026-06-07T09:36:00.000Z
MAT_000469,LOT_00243,lcd_panel,led_backlight_strip,,synthetic://images/led_backlight_strip/a338422badfd.jpg,5.41,kg,1,partially_dismantled,office,518.23,recycler_corrected,2026-06-07T09:36:00.000Z
MAT_000470,LOT_00244,crt,crt_yoke,,synthetic://images/crt_yoke/91e9580dda8d.jpg,8.61,kg,12,broken,shop,533.89,collector,2026-07-20T06:32:00.000Z
MAT_000471,LOT_00244,cable,cable_aluminium,,synthetic://images/cable_aluminium/b07e4863551a.jpg,31.92,kg,1,intact,office,4871.63,collector,2026-07-20T06:32:00.000Z
MAT_000472,LOT_00245,battery,battery_li_ion_laptop,,synthetic://images/battery_li_ion_laptop/3367c059f289.jpg,0.4,kg,1,intact,street_pickup,87.84,collector,2026-06-13T06:30:00.000Z
MAT_000473,LOT_00246,mixed_plastic,plastic_abs_casing,,synthetic://images/plastic_abs_casing/ba6e31dce770.jpg,43.41,kg,1,burnt,repair_shop,793.88,collector,2026-06-17T11:42:00.000Z
MAT_000474,LOT_00247,battery,battery_li_ion_laptop,,synthetic://images/battery_li_ion_laptop/06d8a15eaba9.jpg,2.34,kg,7,intact,repair_shop,506.07,collector,2026-06-15T12:54:00.000Z
MAT_000475,LOT_00248,pcb,pcb_tv_low_grade,,synthetic://images/pcb_tv_low_grade/4f818760ab61.jpg,2.64,kg,5,partially_dismantled,household,282.66,collector,2026-07-26T11:30:00.000Z
MAT_000476,LOT_00248,mixed_plastic,plastic_abs_casing,,synthetic://images/plastic_abs_casing/9ceddb9f40df.jpg,4.87,kg,1,broken,repair_shop,139.61,collector,2026-07-26T11:30:00.000Z
MAT_000477,LOT_00248,cable,cable_data_thin,,synthetic://images/cable_data_thin/9b728f58a638.jpg,28.81,kg,1,intact,repair_shop,3673.56,collector,2026-07-26T11:30:00.000Z
MAT_000478,LOT_00249,pcb,pcb_ram_gold,,synthetic://images/pcb_ram_gold/57f6fd3e70ca.jpg,0.11,kg,3,broken,shop,122.38,collector,2026-07-26T18:19:00.000Z
MAT_000479,LOT_00250,battery,battery_lead_acid_ups,,synthetic://images/battery_lead_acid_ups/718dd8ceb7ed.jpg,82.41,kg,10,intact,household,7147.94,collector,2026-04-15T11:57:00.000Z
MAT_000480,LOT_00251,pcb,pcb_power_supply,,synthetic://images/pcb_power_supply/7e3c9b64cf9f.jpg,10.66,kg,11,intact,aggregator,1377.91,collector,2026-01-15T06:20:00.000Z
MAT_000481,LOT_00251,motor_magnet,motor_fan_ac,,synthetic://images/motor_fan_ac/cdf860fc236f.jpg,11.39,kg,3,broken,household,1327.93,collector,2026-01-15T06:20:00.000Z
MAT_000482,LOT_00251,battery,battery_lead_acid_ups,,synthetic://images/battery_lead_acid_ups/8f96a0dd47fb.jpg,26.15,kg,3,burnt,shop,1090.14,collector,2026-01-15T06:20:00.000Z
MAT_000483,LOT_00252,pcb,pcb_power_supply,,synthetic://images/pcb_power_supply/8eeac572a2da.jpg,13.98,kg,11,intact,shop,1971.18,recycler_corrected,2025-10-14T13:04:00.000Z
MAT_000484,LOT_00252,cable,cable_aluminium,,synthetic://images/cable_aluminium/811d89d78104.jpg,35.15,kg,1,partially_dismantled,household,5609.57,collector,2025-10-14T13:04:00.000Z
MAT_000485,LOT_00253,cable,cable_aluminium,,synthetic://images/cable_aluminium/fb0edfb0db33.jpg,20.09,kg,1,intact,office,2855.19,recycler_corrected,2026-04-19T16:32:00.000Z
MAT_000486,LOT_00253,pcb,pcb_motherboard,,synthetic://images/pcb_motherboard/cdf55540e081.jpg,2.16,kg,3,broken,shop,615.17,recycler_corrected,2026-04-19T16:32:00.000Z
MAT_000487,LOT_00253,pcb,pcb_power_supply,,synthetic://images/pcb_power_supply/f7d53fe3ab52.jpg,9.19,kg,10,burnt,aggregator,625.7,collector,2026-04-19T16:32:00.000Z
MAT_000488,LOT_00254,mixed_plastic,plastic_abs_casing,,synthetic://images/plastic_abs_casing/e542f9a1e935.jpg,37.33,kg,1,intact,office,1216.96,recycler_corrected,2026-07-13T12:54:00.000Z
MAT_000489,LOT_00254,motor_magnet,motor_fan_ac,,synthetic://images/motor_fan_ac/dde943fab422.jpg,36.04,kg,11,intact,household,5847.13,collector,2026-07-13T12:54:00.000Z
MAT_000490,LOT_00254,cable,cable_data_thin,,synthetic://images/cable_data_thin/52d1b0cc886f.jpg,6.62,kg,1,intact,repair_shop,931.96,collector,2026-07-13T12:54:00.000Z
MAT_000491,LOT_00255,mixed_plastic,plastic_abs_casing,,synthetic://images/plastic_abs_casing/8e51de39c67c.jpg,35.72,kg,1,partially_dismantled,repair_shop,1272.2,recycler_corrected,2026-03-20T16:51:00.000Z
MAT_000492,LOT_00255,pcb,pcb_cpu_processor,,synthetic://images/pcb_cpu_processor/54d8f5ea7349.jpg,0.04,kg,2,broken,shop,132.11,collector,2026-03-20T16:51:00.000Z
MAT_000493,LOT_00255,pcb,pcb_motherboard,,synthetic://images/pcb_motherboard/226d537cb539.jpg,5.65,kg,7,intact,repair_shop,1880.43,collector,2026-03-20T16:51:00.000Z
MAT_000494,LOT_00256,battery,battery_li_ion_laptop,,synthetic://images/battery_li_ion_laptop/1b432db5a672.jpg,0.42,kg,1,burnt,street_pickup,41.61,collector,2025-12-04T12:24:00.000Z
MAT_000495,LOT_00256,mixed_plastic,plastic_hips_tv,,synthetic://images/plastic_hips_tv/f584ac30e725.jpg,14.42,kg,1,intact,shop,348.24,collector,2025-12-04T12:24:00.000Z
MAT_000496,LOT_00256,cable,cable_mixed_scrap,,synthetic://images/cable_mixed_scrap/badc1b4ae00c.jpg,10.87,kg,1,partially_dismantled,street_pickup,2336,collector,2025-12-04T12:24:00.000Z
MAT_000497,LOT_00257,cable,cable_mixed_scrap,,synthetic://images/cable_mixed_scrap/1e329e0b24c8.jpg,38.82,kg,1,broken,repair_shop,6045.29,collector,2025-10-21T08:33:00.000Z
MAT_000498,LOT_00257,mixed_plastic,plastic_abs_casing,,synthetic://images/plastic_abs_casing/861279f736bd.jpg,17.49,kg,1,broken,street_pickup,481.02,collector,2025-10-21T08:33:00.000Z
