transactionId,lotId,collectorId,recyclerId,categorySummary,totalWeightKg,estimatedValueInr,quotedPriceInr,finalPriceInr,collectionDistrict,handoverDistrict,handoverAt,paymentStatus,paymentMode,paidAt,status,anomalyFlags
TXN_00132,LOT_00168,COL_0054,REC_005,battery,3.62,790.17,762.13,757.13,Pune,Pune,2025-11-16T01:28:00.000Z,paid,cash,2025-11-16T02:07:00.000Z,completed,
TXN_00133,LOT_00170,COL_0035,REC_008,cable|mixed_plastic|pcb,27.85,3825.01,3362.2,3539.21,Mumbai Suburban,Mumbai Suburban,2026-02-07T15:20:00.000Z,paid,upi,2026-02-07T18:30:00.000Z,completed,
TXN_00134,LOT_00171,COL_0034,REC_005,battery|pcb,5.08,1193.64,1155.16,1166.78,Pune,Pune,2026-06-22T13:46:00.000Z,unpaid,cash,,completed,
TXN_00135,LOT_00173,COL_0056,REC_008,pcb,2.84,353.3,333.22,332.05,Mumbai Suburban,Mumbai Suburban,2025-11-18T17:32:00.000Z,unpaid,cash,,pending,
TXN_00136,LOT_00177,COL_0017,REC_011,pcb,0.31,354.45,370.85,378.37,Thane,Thane,2026-07-19T16:26:00.000Z,paid,cash,2026-07-19T20:14:00.000Z,completed,
TXN_00137,LOT_00178,COL_0003,REC_003,motor_magnet|battery|pcb,10.05,1317.42,1268.33,1294.83,Pune,Pune,2026-07-12T13:38:00.000Z,unpaid,cash,,completed,
TXN_00138,LOT_00180,COL_0013,REC_020,crt,3.09,193.61,189.19,187.05,Bengaluru Urban,Bengaluru Urban,2025-11-24T18:56:00.000Z,paid,cash,2025-11-24T22:38:00.000Z,completed,
TXN_00139,LOT_00181,COL_0045,REC_020,lcd_panel,20.73,553.28,531.86,538.21,Bengaluru Urban,Bengaluru Urban,2025-10-20T04:35:00.000Z,paid,cash,2025-10-20T08:05:00.000Z,completed,
TXN_00140,LOT_00182,COL_0055,REC_007,mixed_plastic,32.79,395.59,407.53,402.14,Mumbai Suburban,Mumbai Suburban,2025-12-14T11:15:00.000Z,partial,cash,,completed,
TXN_00141,LOT_00183,COL_0021,REC_005,pcb|cable,28.47,10198.37,8739.27,8576.54,Pune,Pune,2025-11-16T04:23:00.000Z,partial,cash,,completed,
TXN_00142,LOT_00185,COL_0022,REC_007,pcb|motor_magnet|mixed_plastic,31.44,2751.81,2713.32,2714.43,Mumbai Suburban,Mumbai Suburban,2025-11-19T10:14:00.000Z,paid,cash,2025-11-19T13:02:00.000Z,completed,
TXN_00143,LOT_00186,COL_0019,REC_010,mixed_plastic|motor_magnet,58.82,3144.47,3103.09,3126.62,Thane,Thane,2026-03-08T19:25:00.000Z,paid,cash,2026-03-08T23:07:00.000Z,completed,
TXN_00144,LOT_00187,COL_0054,REC_005,cable|pcb,16.65,2430.82,2436.23,2500.62,Pune,Pune,2026-04-26T18:13:00.000Z,paid,cash,2026-04-26T21:20:00.000Z,completed,
TXN_00145,LOT_00188,COL_0043,REC_003,motor_magnet|cable|crt,54.14,7741.08,7911.97,7782.68,Pune,Pune,2026-01-14T18:37:00.000Z,paid,cash,2026-01-14T19:02:00.000Z,completed,
TXN_00146,LOT_00190,COL_0005,REC_014,battery,0.19,31.72,34.49,34.73,Nagpur,Nagpur,2026-08-01T06:45:00.000Z,partial,cash,,completed,
TXN_00147,LOT_00191,COL_0023,REC_019,cable|battery,34.97,10634.93,9430.88,9491.04,New Delhi,New Delhi,2026-06-16T05:05:00.000Z,paid,upi,2026-06-16T05:47:00.000Z,completed,
TXN_00148,LOT_00194,COL_0007,REC_011,pcb,0.1,112.52,111.04,113.36,Thane,Thane,2026-05-27T23:05:00.000Z,paid,cash,2026-05-27T23:55:00.000Z,completed,
TXN_00149,LOT_00195,COL_0034,REC_003,motor_magnet,3.68,533.82,521.17,516.76,Pune,Pune,2026-08-30T21:12:00.000Z,paid,bank_transfer,2026-08-31T00:35:00.000Z,completed,
TXN_00150,LOT_00196,COL_0045,REC_020,lcd_panel|battery,50.67,4482.8,3884.75,3912.98,Bengaluru Urban,Bengaluru Urban,2025-12-15T10:28:00.000Z,unpaid,upi,,pending,
TXN_00151,LOT_00197,COL_0042,REC_001,battery|motor_magnet,17.12,2625.9,2611.47,2540.82,Pune,Pune,2025-10-13T15:23:00.000Z,paid,cash,2025-10-13T17:38:00.000Z,completed,
TXN_00152,LOT_00200,COL_0024,REC_008,pcb,7.73,2755.13,2923.95,3017.64,Mumbai Suburban,Mumbai Suburban,2025-12-26T17:27:00.000Z,paid,cash,2025-12-26T20:11:00.000Z,completed,DUPLICATE_PHOTO
TXN_00153,LOT_00201,COL_0036,REC_008,motor_magnet|cable|pcb,31.68,5728.67,5657.45,5648.88,Mumbai Suburban,Mumbai Suburban,2026-02-16T04:17:00.000Z,unpaid,cash,,pending,
TXN_00154,LOT_00202,COL_0034,REC_004,mixed_plastic,9.14,306.92,315.92,320.48,Pune,Pune,2026-01-18T20:34:00.000Z,paid,cash,2026-01-18T21:11:00.000Z,completed,
TXN_00155,LOT_00203,COL_0027,REC_013,motor_magnet,0.43,27.66,27.64,27.76,Nashik,Nashik,2026-06-04T02:10:00.000Z,paid,cash,2026-06-04T03:41:00.000Z,completed,
TXN_00156,LOT_00204,COL_0046,REC_004,cable,16.03,6693.21,7022.98,4721.12,Pune,Pune,2026-03-01T17:42:00.000Z,unpaid,cash,,completed,PRICE_BELOW_MARKET|FINAL_BELOW_QUOTE
TXN_00157,LOT_00206,COL_0048,REC_010,motor_magnet,10.65,1408.78,1168.35,1181.99,Thane,Thane,2026-08-07T12:19:00.000Z,paid,cash,2026-08-07T14:30:00.000Z,completed,
TXN_00158,LOT_00207,COL_0040,REC_008,pcb|crt,152,1453.7,1425.1,1462.92,Mumbai Suburban,Mumbai Suburban,2026-05-13T14:12:00.000Z,paid,cash,2026-05-13T16:18:00.000Z,completed,
TXN_00159,LOT_00208,COL_0005,REC_014,battery,20.66,2046.17,1748.88,1753.63,Nagpur,Nagpur,2025-10-01T23:20:00.000Z,partial,cash,,completed,
TXN_00160,LOT_00209,COL_0021,REC_001,cable|motor_magnet,53.82,11590.96,10710.62,10386.92,Pune,Pune,2026-06-21T18:43:00.000Z,paid,cash,2026-06-21T18:59:00.000Z,completed,
TXN_00161,LOT_00211,COL_0003,REC_003,battery,0.03,6.11,6.18,6.07,Pune,Pune,2025-12-14T17:12:00.000Z,paid,cash,2025-12-14T19:15:00.000Z,completed,
TXN_00162,LOT_00212,COL_0039,REC_011,lcd_panel,26.86,626.38,660.54,648.14,Thane,Thane,2025-10-19T10:30:00.000Z,paid,cash,2025-10-19T11:41:00.000Z,completed,
TXN_00163,LOT_00213,COL_0014,REC_004,battery,0.13,23.4,25.36,26.2,Pune,Pune,2026-06-16T08:40:00.000Z,partial,cash,,completed,
TXN_00164,LOT_00214,COL_0044,REC_003,mixed_plastic,2.19,42.06,44.06,44.12,Pune,Pune,2025-10-14T21:11:00.000Z,paid,upi,2025-10-14T23:01:00.000Z,completed,
TXN_00165,LOT_00216,COL_0042,REC_001,pcb|motor_magnet,26.16,3811.04,3686.99,3673.06,Pune,Pune,2025-12-25T16:34:00.000Z,paid,cash,2025-12-25T18:27:00.000Z,completed,
TXN_00166,LOT_00218,COL_0034,REC_002,cable,73.92,8839.53,9131.39,9033.96,Pune,Pune,2026-07-03T07:22:00.000Z,paid,cash,2026-07-03T07:31:00.000Z,completed,
TXN_00167,LOT_00219,COL_0033,REC_011,mixed_plastic|motor_magnet,36.24,2219.09,2245.83,2313.47,Thane,Thane,2026-04-02T02:18:00.000Z,paid,cash,2026-04-02T05:21:00.000Z,completed,
TXN_00168,LOT_00221,COL_0060,REC_014,mixed_plastic,11.99,361.62,380.51,394.51,Nagpur,Nagpur,2026-04-14T06:10:00.000Z,unpaid,cash,,pending,
TXN_00169,LOT_00222,COL_0006,REC_006,cable|lcd_panel|mixed_plastic,36.21,2681.85,2720.48,2783.12,Mumbai Suburban,Mumbai Suburban,2026-05-10T09:14:00.000Z,paid,cash,2026-05-10T13:12:00.000Z,completed,
TXN_00170,LOT_00223,COL_0037,REC_003,cable|battery,63.95,15547.41,15640.69,15241.8,Pune,Pune,2025-09-09T15:40:00.000Z,paid,cash,2025-09-09T17:32:00.000Z,completed,
TXN_00171,LOT_00224,COL_0027,REC_013,cable|pcb,30.65,6668.41,6301.95,6296.12,Nashik,Nashik,2025-09-06T04:51:00.000Z,paid,cash,2025-09-06T06:54:00.000Z,completed,
TXN_00172,LOT_00225,COL_0044,REC_001,cable,4.4,875.67,860.79,824.69,Pune,Pune,2026-06-24T16:09:00.000Z,paid,cash,2026-06-24T19:32:00.000Z,completed,
TXN_00173,LOT_00226,COL_0030,REC_013,cable,16.61,5573.49,5345.8,5269.48,Nashik,Nashik,2026-08-11T14:43:00.000Z,paid,cash,2026-08-11T15:58:00.000Z,completed,
TXN_00174,LOT_00227,COL_0051,REC_007,mixed_plastic|battery,47.48,2107.79,2009.81,2044.61,Mumbai Suburban,Mumbai Suburban,2026-06-03T16:56:00.000Z,paid,cash,2026-06-03T19:54:00.000Z,completed,
TXN_00175,LOT_00228,COL_0015,REC_016,pcb|cable,50.85,6202.16,5442.83,5492.36,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,2026-01-23T18:28:00.000Z,unpaid,cash,,completed,
TXN_00176,LOT_00229,COL_0033,REC_011,pcb,0.18,734.98,719.01,714.85,Thane,Thane,2026-08-27T10:39:00.000Z,paid,cash,2026-08-27T11:29:00.000Z,completed,
TXN_00177,LOT_00230,COL_0010,REC_005,cable|pcb,32.89,6757.57,6778.69,6618.42,Pune,Pune,2026-01-09T19:53:00.000Z,paid,cash,2026-01-09T21:50:00.000Z,completed,
TXN_00178,LOT_00233,COL_0006,REC_007,mixed_plastic|cable,63.54,4244.67,3966.87,4038.51,Mumbai Suburban,Mumbai Suburban,2025-11-07T12:47:00.000Z,paid,cash,2025-11-07T13:20:00.000Z,completed,
TXN_00179,LOT_00236,COL_0021,REC_005,battery|crt|lcd_panel|cable,77.3,5564.97,5305.97,5251.29,Pune,Pune,2026-06-24T18:47:00.000Z,paid,cash,2026-06-24T21:38:00.000Z,completed,
TXN_00180,LOT_00237,COL_0031,REC_008,battery|pcb,0.43,220.64,202.68,200.67,Mumbai Suburban,Mumbai Suburban,2026-02-23T09:35:00.000Z,unpaid,cash,,pending,
TXN_00181,LOT_00238,COL_0001,REC_013,battery|mixed_plastic,44.58,2911.6,2775.83,2866.65,Nashik,Nashik,2025-11-03T07:42:00.000Z,paid,cash,2025-11-03T09:30:00.000Z,completed,
TXN_00182,LOT_00239,COL_0002,REC_007,mixed_plastic,19.64,526.35,556.41,547.76,Mumbai Suburban,Mumbai Suburban,2026-03-10T06:57:00.000Z,partial,cash,,completed,
TXN_00183,LOT_00240,COL_0022,REC_008,pcb|cable,20.95,2154.74,2085.56,2108.07,Mumbai Suburban,Mumbai Suburban,2026-04-15T13:56:00.000Z,unpaid,cash,,completed,
TXN_00184,LOT_00241,COL_0015,REC_016,pcb|crt,62.68,1454.89,1502.49,1537.34,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,2026-05-03T21:30:00.000Z,partial,cash,,completed,
TXN_00185,LOT_00242,COL_0035,REC_007,crt,1.81,132.21,140.55,147.79,Mumbai Suburban,Mumbai Suburban,2025-12-20T11:28:00.000Z,paid,cash,2025-12-20T13:38:00.000Z,completed,
TXN_00186,LOT_00245,COL_0012,REC_001,motor_magnet,10.99,1395.31,1335.83,1333.99,Pune,Pune,2025-09-10T20:18:00.000Z,paid,cash,2025-09-10T21:25:00.000Z,completed,
TXN_00187,LOT_00246,COL_0059,REC_003,mixed_plastic,14.16,267.52,246.82,243.03,Pune,Pune,2026-02-28T16:49:00.000Z,paid,cash,2026-02-28T17:46:00.000Z,completed,
TXN_00188,LOT_00248,COL_0019,REC_010,motor_magnet|cable|lcd_panel,37.58,5852.74,6178.34,6305.35,Thane,Thane,2026-03-14T00:08:00.000Z,paid,cash,2026-03-14T02:34:00.000Z,completed,
TXN_00189,LOT_00249,COL_0051,REC_007,motor_magnet,15.49,2475.46,2342.9,2392.9,Mumbai Suburban,Mumbai Suburban,2026-02-13T14:26:00.000Z,paid,cash,2026-02-13T17:00:00.000Z,completed,
TXN_00190,LOT_00250,COL_0037,REC_001,motor_magnet,24.89,1592.49,1536.06,1566.98,Pune,Pune,2026-01-14T19:29:00.000Z,paid,cash,2026-01-14T22:45:00.000Z,completed,
TXN_00191,LOT_00251,COL_0027,REC_013,battery|mixed_plastic,70.27,3546.74,3436.82,3546.1,Nashik,Nashik,2026-03-25T22:20:00.000Z,paid,cash,2026-03-25T23:51:00.000Z,completed,
TXN_00192,LOT_00252,COL_0037,REC_002,cable|mixed_plastic,65.72,5370.63,4592.8,4481.68,Pune,Pune,2026-03-20T00:12:00.000Z,paid,cash,2026-03-20T02:39:00.000Z,completed,
TXN_00193,LOT_00253,COL_0017,REC_010,lcd_panel,1.29,66.05,65.63,67.43,Thane,Thane,2026-06-08T09:01:00.000Z,paid,cash,2026-06-08T10:39:00.000Z,completed,
TXN_00194,LOT_00256,COL_0057,REC_014,battery,0.25,35.26,34.91,35.87,Nagpur,Nagpur,2025-10-16T08:35:00.000Z,paid,cash,2025-10-16T09:57:00.000Z,completed,
TXN_00195,LOT_00258,COL_0054,REC_002,motor_magnet,8.47,936.17,1023.11,1015.33,Pune,Pune,2025-10-16T12:57:00.000Z,paid,cash,2025-10-16T16:30:00.000Z,completed,
TXN_00196,LOT_00260,COL_0037,REC_001,cable,41.84,5994.08,5170.76,5105.05,Pune,Pune,2026-06-26T15:10:00.000Z,unpaid,cash,,completed,
TXN_00197,LOT_00262,COL_0046,REC_001,motor_magnet,1.2,86.25,83.15,84.88,Pune,Pune,2025-09-21T21:08:00.000Z,paid,cash,2025-09-21T23:57:00.000Z,completed,
TXN_00198,LOT_00263,COL_0043,REC_005,crt,8.39,628.83,602.66,591.83,Pune,Pune,2026-05-18T22:47:00.000Z,paid,cash,2026-05-18T23:58:00.000Z,completed,
TXN_00199,LOT_00264,COL_0047,REC_019,battery,35.48,2985.88,2928.22,2884.56,New Delhi,New Delhi,2026-03-31T05:43:00.000Z,paid,cash,2026-03-31T08:05:00.000Z,completed,
TXN_00200,LOT_00265,COL_0031,REC_007,battery|mixed_plastic,94.17,7040.14,7112.79,7046.99,Mumbai Suburban,Mumbai Suburban,2026-05-22T09:08:00.000Z,paid,cash,2026-05-22T09:33:00.000Z,completed,
TXN_00201,LOT_00266,COL_0016,REC_007,motor_magnet,0.55,63,58.99,59.04,Mumbai Suburban,Mumbai Suburban,2026-05-29T13:42:00.000Z,unpaid,cash,,completed,
TXN_00202,LOT_00267,COL_0011,REC_014,motor_magnet|battery,39.24,4875.89,5139.99,4927.2,Nagpur,Nagpur,2026-02-14T04:00:00.000Z,unpaid,cash,,completed,
TXN_00203,LOT_00271,COL_0012,REC_004,mixed_plastic,4.92,165.02,163.72,161.16,Pune,Pune,2025-10-27T21:08:00.000Z,paid,cash,2025-10-28T00:34:00.000Z,completed,
TXN_00204,LOT_00273,COL_0050,REC_002,cable|battery|lcd_panel|pcb,49.7,6785.2,7147.6,7415.7,Pune,Pune,2025-12-31T04:54:00.000Z,paid,cash,2025-12-31T07:14:00.000Z,completed,
TXN_00205,LOT_00274,COL_0006,REC_008,pcb|cable|motor_magnet,23.94,7088.81,7050.86,7089.64,Mumbai Suburban,Mumbai Suburban,2025-10-20T12:53:00.000Z,paid,cash,2025-10-20T14:37:00.000Z,completed,
TXN_00206,LOT_00276,COL_0036,REC_008,battery|pcb,13.27,2444.61,2382.75,2361.3,Mumbai Suburban,Mumbai Suburban,2026-07-11T11:14:00.000Z,paid,cash,2026-07-11T12:54:00.000Z,completed,
TXN_00207,LOT_00277,COL_0004,REC_001,mixed_plastic|cable|battery|lcd_panel,101.52,7558.89,7448.82,7377.8,Pune,Pune,2025-11-11T08:34:00.000Z,paid,cash,2025-11-11T12:06:00.000Z,completed,
TXN_00208,LOT_00278,COL_0030,REC_012,mixed_plastic|cable,75.41,6908.19,5939.06,5937.41,Nashik,Nashik,2026-06-28T02:37:00.000Z,paid,bank_transfer,2026-06-28T03:31:00.000Z,completed,
TXN_00209,LOT_00279,COL_0059,REC_002,pcb|crt|motor_magnet|mixed_plastic,92.85,2722.89,2811.06,2786.46,Pune,Pune,2026-02-11T01:13:00.000Z,paid,cash,2026-02-11T02:26:00.000Z,completed,
TXN_00210,LOT_00281,COL_0046,REC_001,cable,17.13,2212.68,2016.16,2021.86,Pune,Pune,2025-12-30T17:11:00.000Z,paid,upi,2025-12-30T20:51:00.000Z,completed,
TXN_00211,LOT_00282,COL_0056,REC_006,lcd_panel,78.14,1756.08,1869.49,1878.17,Mumbai Suburban,Mumbai Suburban,2025-12-29T00:40:00.000Z,paid,cash,2025-12-29T01:35:00.000Z,completed,
TXN_00212,LOT_00283,COL_0046,REC_003,motor_magnet,2.53,442.97,448.25,443.04,Pune,Pune,2025-12-02T21:01:00.000Z,paid,cash,2025-12-03T00:54:00.000Z,completed,
TXN_00213,LOT_00284,COL_0024,REC_007,cable|battery|crt|pcb,33.39,5059.92,4538.86,4609.51,Mumbai Suburban,Mumbai Suburban,2026-06-01T22:00:00.000Z,paid,cash,2026-06-01T23:52:00.000Z,completed,
TXN_00214,LOT_00286,COL_0055,REC_008,pcb|cable,58.38,8807.97,8129.3,8130.42,Mumbai Suburban,Mumbai Suburban,2026-02-22T15:07:00.000Z,paid,cash,2026-02-22T17:10:00.000Z,completed,
TXN_00215,LOT_00287,COL_0039,REC_010,cable,7.03,1038.95,1015.01,1046.79,Thane,Thane,2025-09-11T03:02:00.000Z,paid,cash,2025-09-11T03:50:00.000Z,completed,
TXN_00216,LOT_00289,COL_0058,REC_019,motor_magnet|lcd_panel,24.1,2571.01,2478.02,2524.95,New Delhi,New Delhi,2025-10-13T17:54:00.000Z,paid,cash,2025-10-13T21:11:00.000Z,completed,
TXN_00217,LOT_00292,COL_0054,REC_003,lcd_panel|motor_magnet|pcb,16.65,1763.28,1856.46,1853.55,Pune,Pune,2026-05-11T11:49:00.000Z,paid,bank_transfer,2026-05-11T12:50:00.000Z,completed,
TXN_00218,LOT_00293,COL_0036,REC_008,pcb,0.12,156.43,152.3,150.74,Mumbai Suburban,Mumbai Suburban,2026-08-03T07:28:00.000Z,paid,cash,2026-08-03T10:06:00.000Z,completed,
TXN_00219,LOT_00295,COL_0037,REC_004,mixed_plastic|crt|cable,49.64,5671.26,5054.79,5076.45,Pune,Pune,2025-12-20T12:50:00.000Z,paid,cash,2025-12-20T15:24:00.000Z,completed,
TXN_00220,LOT_00297,COL_0025,REC_003,mixed_plastic,41.57,531.09,486.4,478.15,Pune,Pune,2026-04-29T13:24:00.000Z,paid,bank_transfer,2026-04-29T15:05:00.000Z,completed,
TXN_00221,LOT_00298,COL_0027,REC_013,motor_magnet,18.05,2786.4,2749.29,2717.49,Nashik,Nashik,2026-01-27T16:29:00.000Z,partial,upi,,completed,
TXN_00222,LOT_00299,COL_0050,REC_004,pcb|battery,0.75,217.42,219.15,217.67,Pune,Pune,2026-06-28T14:22:00.000Z,paid,cash,2026-06-28T18:01:00.000Z,completed,
TXN_00223,LOT_00300,COL_0025,REC_001,pcb,0.68,210.85,204.25,206.69,Pune,Pune,2026-05-15T03:23:00.000Z,unpaid,cash,,pending,
TXN_00224,LOT_00301,COL_0019,REC_010,motor_magnet|cable,35.96,2994.16,3372.98,3385.88,Thane,Thane,2026-07-10T18:00:00.000Z,paid,cash,2026-07-10T18:56:00.000Z,completed,
TXN_00225,LOT_00302,COL_0006,REC_008,cable|pcb|crt,75.35,21141.11,20116.31,19873.74,Mumbai Suburban,Mumbai Suburban,2026-05-11T13:21:00.000Z,paid,cash,2026-05-11T13:49:00.000Z,completed,
TXN_00226,LOT_00303,COL_0048,REC_011,mixed_plastic|cable|lcd_panel,61.39,4442.57,4048.12,4058.67,Thane,Thane,2025-10-17T13:54:00.000Z,paid,cash,2025-10-17T14:43:00.000Z,completed,
TXN_00227,LOT_00304,COL_0052,REC_020,cable|mixed_plastic|pcb|crt,76.16,6193.03,5691.87,5646.03,Bengaluru Urban,Bengaluru Urban,2026-06-16T18:59:00.000Z,paid,cash,2026-06-16T19:36:00.000Z,completed,
TXN_00228,LOT_00305,COL_0059,REC_003,cable|mixed_plastic,66.36,3010.7,3294.21,3332.26,Pune,Pune,2025-10-20T14:30:00.000Z,paid,cash,2025-10-20T15:16:00.000Z,completed,
TXN_00229,LOT_00306,COL_0030,REC_013,cable|battery,30.04,3254.98,3593.5,3562.05,Nashik,Nashik,2026-05-04T14:41:00.000Z,paid,cash,2026-05-04T17:00:00.000Z,completed,
TXN_00230,LOT_00307,COL_0042,REC_002,battery,43.92,3336.37,3020.95,3013.96,Pune,Pune,2026-03-14T01:28:00.000Z,paid,cash,2026-03-14T02:47:00.000Z,completed,
TXN_00231,LOT_00308,COL_0002,REC_007,pcb|crt|lcd_panel,144.23,5712.8,5534.35,5598.71,Mumbai Suburban,Mumbai Suburban,2026-03-13T19:28:00.000Z,paid,cash,2026-03-13T21:53:00.000Z,completed,
TXN_00232,LOT_00310,COL_0014,REC_005,pcb,8.15,2793.17,2690.77,2682.62,Pune,Pune,2025-10-08T10:47:00.000Z,paid,cash,2025-10-08T11:02:00.000Z,completed,
TXN_00233,LOT_00311,COL_0055,REC_007,motor_magnet|crt,48.47,7092.95,6359.62,6404.23,Mumbai Suburban,Mumbai Suburban,2025-11-05T07:48:00.000Z,paid,upi,2025-11-05T08:50:00.000Z,completed,
TXN_00234,LOT_00312,COL_0019,REC_010,cable,38.3,5777.55,5421.15,5493.58,Thane,Thane,2026-04-28T13:20:00.000Z,paid,cash,2026-04-28T14:38:00.000Z,completed,
TXN_00235,LOT_00314,COL_0055,REC_007,crt|cable,16.97,1067.72,1037.47,1037.38,Mumbai Suburban,Mumbai Suburban,2026-01-01T09:10:00.000Z,paid,cash,2026-01-01T12:00:00.000Z,completed,
TXN_00236,LOT_00316,COL_0057,REC_014,mixed_plastic|cable,46.39,6136.05,6236.16,6334.84,Nagpur,Nagpur,2026-07-20T07:36:00.000Z,paid,cash,2026-07-20T08:32:00.000Z,completed,
TXN_00237,LOT_00318,COL_0039,REC_010,lcd_panel,26.46,2707.12,3248.54,3137.78,Thane,Thane,2025-10-17T12:09:00.000Z,paid,cash,2025-10-17T13:09:00.000Z,completed,
TXN_00238,LOT_00320,COL_0009,REC_013,battery|pcb|motor_magnet,14.58,1187.48,1041.25,1029.66,Nashik,Nashik,2026-06-03T22:03:00.000Z,unpaid,cash,,pending,
TXN_00239,LOT_00323,COL_0008,REC_013,battery,3.73,841.23,732,757.5,Nashik,Nashik,2025-10-01T14:15:00.000Z,unpaid,cash,,pending,
TXN_00240,LOT_00324,COL_0007,REC_010,mixed_plastic,11.27,107.2,95.54,94.01,Thane,Thane,2026-01-05T08:08:00.000Z,paid,cash,2026-01-05T08:38:00.000Z,completed,
TXN_00241,LOT_00325,COL_0014,REC_001,lcd_panel|pcb,47.43,1279.72,1183.22,1205.88,Pune,Pune,2026-06-02T05:12:00.000Z,paid,cash,2026-06-02T08:38:00.000Z,completed,
TXN_00242,LOT_00326,COL_0007,REC_010,motor_magnet|crt,265.82,5720.89,5376.24,5378.28,Thane,Thane,2026-08-18T21:23:00.000Z,unpaid,cash,,completed,
TXN_00243,LOT_00327,COL_0053,REC_013,pcb,2.78,284.48,285.18,285.64,Nashik,Nashik,2026-06-08T07:43:00.000Z,unpaid,cash,,pending,
TXN_00244,LOT_00328,COL_0056,REC_007,battery|cable|motor_magnet,82.84,10465.98,10142.81,9969.28,Mumbai Suburban,Mumbai Suburban,2026-01-17T16:00:00.000Z,paid,cash,2026-01-17T19:32:00.000Z,completed,
TXN_00245,LOT_00330,COL_0004,REC_005,pcb,0.14,147.32,146.01,145.81,Pune,Pune,2026-01-23T15:21:00.000Z,paid,cash,2026-01-23T16:59:00.000Z,completed,
TXN_00246,LOT_00331,COL_0006,REC_007,motor_magnet,1.73,351.62,305.88,311.42,Mumbai Suburban,Mumbai Suburban,2026-03-23T06:23:00.000Z,paid,cash,2026-03-23T09:54:00.000Z,completed,
TXN_00247,LOT_00334,COL_0022,REC_008,pcb|mixed_plastic,32.35,706.52,636.71,616.23,Mumbai Suburban,Mumbai Suburban,2025-09-18T00:40:00.000Z,unpaid,cash,,pending,
TXN_00248,LOT_00335,COL_0040,REC_008,pcb,5.92,740.78,651.33,486.1,Mumbai Suburban,Mumbai Suburban,2026-02-25T19:42:00.000Z,unpaid,cash,,pending,PRICE_BELOW_MARKET|FINAL_BELOW_QUOTE
TXN_00249,LOT_00336,COL_0040,REC_007,motor_magnet|battery|cable,70.28,13843.79,13595.39,13724.79,Mumbai Suburban,Mumbai Suburban,2026-07-11T20:54:00.000Z,paid,cash,2026-07-11T22:47:00.000Z,completed,
TXN_00250,LOT_00338,COL_0018,REC_007,crt|cable,5.57,599.24,619.76,626.29,Mumbai Suburban,Mumbai Suburban,2026-04-06T07:22:00.000Z,paid,cash,2026-04-06T10:08:00.000Z,completed,
TXN_00251,LOT_00339,COL_0031,REC_008,battery|pcb,16.66,1967.53,1854.48,1892.14,Mumbai Suburban,Mumbai Suburban,2026-06-07T13:43:00.000Z,unpaid,cash,,pending,
TXN_00252,LOT_00340,COL_0059,REC_005,pcb,0.02,85.24,85.07,85.52,Pune,Pune,2026-02-03T22:32:00.000Z,unpaid,cash,,completed,
TXN_00253,LOT_00341,COL_0042,REC_005,pcb,0.81,251.25,255.49,254.87,Pune,Pune,2025-11-19T04:15:00.000Z,partial,cash,,completed,
TXN_00254,LOT_00342,COL_0051,REC_008,pcb|mixed_plastic,3.26,280.54,256.91,263.5,Mumbai Suburban,Mumbai Suburban,2026-01-07T21:00:00.000Z,partial,upi,,completed,
TXN_00255,LOT_00344,COL_0017,REC_011,pcb,6.32,1734.76,1587.16,1601.33,Thane,Thane,2025-11-21T02:33:00.000Z,paid,cash,2025-11-21T03:43:00.000Z,completed,
TXN_00256,LOT_00345,COL_0043,REC_003,cable|crt|motor_magnet,45.48,7716.41,7827.43,7649.57,Pune,Pune,2025-11-16T07:07:00.000Z,paid,cash,2025-11-16T10:42:00.000Z,completed,
TXN_00257,LOT_00346,COL_0025,REC_002,motor_magnet|pcb,6.71,612.85,580.35,580.6,Pune,Pune,2025-11-23T01:06:00.000Z,paid,cash,2025-11-23T04:13:00.000Z,completed,
TXN_00258,LOT_00348,COL_0020,REC_011,pcb|cable,23.63,2831.28,2369.27,2452.63,Thane,Thane,2025-11-06T03:37:00.000Z,paid,cash,2025-11-06T06:18:00.000Z,completed,
TXN_00259,LOT_00349,COL_0020,REC_010,battery|cable,7.94,3135.87,3226.63,3258.11,Thane,Thane,2025-11-19T09:20:00.000Z,paid,cash,2025-11-19T12:29:00.000Z,completed,
TXN_00260,LOT_00350,COL_0059,REC_003,motor_magnet,3.02,846.23,818.18,799.14,Pune,Pune,2026-05-09T03:18:00.000Z,paid,cash,2026-05-09T05:07:00.000Z,completed,
TXN_00261,LOT_00351,COL_0028,REC_007,pcb|mixed_plastic,14.41,895.65,935.88,924.15,Mumbai Suburban,Mumbai Suburban,2026-03-23T06:45:00.000Z,paid,cash,2026-03-23T08:33:00.000Z,completed,
TXN_00262,LOT_00352,COL_0023,REC_019,mixed_plastic,29.48,408.3,448.44,456.66,New Delhi,New Delhi,2026-07-25T22:46:00.000Z,paid,cash,2026-07-26T00:09:00.000Z,completed,
TXN_00263,LOT_00353,COL_0017,REC_011,cable|mixed_plastic,39.6,4410.75,3878.34,3886.24,Thane,Thane,2026-02-13T22:18:00.000Z,paid,cash,2026-02-14T00:20:00.000Z,completed,
