lotId,collectorId,status,itemCount,totalWeightKg,estimatedValueInr,locality,district,state,lat,lon,collectedAt,recyclerId,quotedPriceInr,updatedAt
LOT_00307,COL_0042,paid,1,43.92,3336.37,Katraj,Pune,Maharashtra,18.451809580856562,73.79496862277091,2026-03-11T07:28:00.000Z,REC_002,3020.95,2026-03-14T02:47:00.000Z
LOT_00308,COL_0002,paid,3,144.23,5712.8,Malad,Mumbai Suburban,Maharashtra,19.062325076913837,72.82355256922244,2026-03-12T13:28:00.000Z,REC_007,5534.35,2026-03-13T21:53:00.000Z
LOT_00309,COL_0052,ready,4,207.64,6469.3,Bommanahalli,Bengaluru Urban,Karnataka,13.044311676917971,77.66004050922618,2025-12-26T17:31:00.000Z,,,2025-12-26T17:31:00.000Z
LOT_00310,COL_0014,paid,1,8.15,2793.17,Pimpri,Pune,Maharashtra,18.525378170990944,73.86118035389185,2025-10-06T17:47:00.000Z,REC_005,2690.77,2025-10-08T11:02:00.000Z
LOT_00311,COL_0055,paid,2,48.47,7092.95,Andheri East,Mumbai Suburban,Maharashtra,19.12217765182853,72.87741988664567,2025-11-04T17:48:00.000Z,REC_007,6359.62,2025-11-05T08:50:00.000Z
LOT_00312,COL_0019,paid,1,38.3,5777.55,Dombivli,Thane,Maharashtra,19.19685473604053,72.95879926243647,2026-04-26T11:20:00.000Z,REC_010,5421.15,2026-04-28T14:38:00.000Z
LOT_00313,COL_0038,ready,3,51.91,5060.22,Panchavati,Nashik,Maharashtra,19.956626836545762,73.75301415289118,2025-09-05T09:19:00.000Z,,,2025-09-05T09:19:00.000Z
LOT_00314,COL_0055,paid,2,16.97,1067.72,Malad,Mumbai Suburban,Maharashtra,19.05334308487028,72.81546877638324,2025-12-29T17:10:00.000Z,REC_007,1037.47,2026-01-01T12:00:00.000Z
LOT_00315,COL_0053,ready,2,36.64,3136.29,Panchavati,Nashik,Maharashtra,19.992353296577928,73.78516796692014,2025-12-09T19:41:00.000Z,,,2025-12-09T19:41:00.000Z
LOT_00316,COL_0057,paid,2,46.39,6136.05,Kamptee,Nagpur,Maharashtra,21.12412751363516,79.06869476227165,2026-07-19T09:36:00.000Z,REC_014,6236.16,2026-07-20T08:32:00.000Z
LOT_00317,COL_0007,ready,1,1.86,220.01,Bhiwandi,Thane,Maharashtra,19.24958250967711,73.0062542587094,2025-09-15T06:52:00.000Z,,,2025-09-15T06:52:00.000Z
LOT_00318,COL_0039,paid,1,26.46,2707.12,Bhiwandi,Thane,Maharashtra,19.15311532149017,72.91943378934116,2025-10-16T19:09:00.000Z,REC_010,3248.54,2025-10-17T13:09:00.000Z
LOT_00319,COL_0055,ready,2,37.7,5481.6,Govandi,Mumbai Suburban,Maharashtra,19.16813689560294,72.91878320604265,2025-11-04T16:58:00.000Z,,,2025-11-04T16:58:00.000Z
LOT_00320,COL_0009,handed_over,3,14.58,1187.48,Satpur,Nashik,Maharashtra,20.015958582684398,73.80641272441596,2026-06-03T18:03:00.000Z,REC_013,1041.25,2026-06-03T22:03:00.000Z
LOT_00321,COL_0058,ready,1,3.78,480.28,Seelampur,New Delhi,Delhi,28.54303513746113,77.14522162371502,2025-09-22T19:37:00.000Z,,,2025-09-22T19:37:00.000Z
LOT_00322,COL_0004,ready,2,93.46,8418.46,Wagholi,Pune,Maharashtra,18.57407806185037,73.90501025566533,2026-06-23T16:08:00.000Z,,,2026-06-23T16:08:00.000Z
LOT_00323,COL_0008,handed_over,1,3.73,841.23,Ambad,Nashik,Maharashtra,20.0597699669376,73.84584297024384,2025-09-29T09:15:00.000Z,REC_013,732,2025-10-01T14:15:00.000Z
LOT_00324,COL_0007,paid,1,11.27,107.2,Wagle Estate,Thane,Maharashtra,19.23299528544694,72.99132575690224,2026-01-04T09:08:00.000Z,REC_010,95.54,2026-01-05T08:38:00.000Z
LOT_00325,COL_0014,paid,2,47.43,1279.72,Pimpri,Pune,Maharashtra,18.469460096628964,73.81085408696607,2026-06-01T19:12:00.000Z,REC_001,1183.22,2026-06-02T08:38:00.000Z
LOT_00326,COL_0007,confirmed,3,265.82,5720.89,Ulhasnagar,Thane,Maharashtra,19.21108733614832,72.9716086025335,2026-08-18T19:23:00.000Z,REC_010,5376.24,2026-08-19T01:15:00.000Z
LOT_00327,COL_0053,handed_over,1,2.78,284.48,Satpur,Nashik,Maharashtra,20.014163600616154,73.80479724055454,2026-06-07T10:43:00.000Z,REC_013,285.18,2026-06-08T07:43:00.000Z
LOT_00328,COL_0056,paid,3,82.84,10465.98,Kurla,Mumbai Suburban,Maharashtra,19.1557326905489,72.907619421494,2026-01-17T10:00:00.000Z,REC_007,10142.81,2026-01-17T19:32:00.000Z
LOT_00329,COL_0057,ready,3,2.46,701.04,Kamptee,Nagpur,Maharashtra,21.130624168570343,79.07454175171331,2026-07-31T08:33:00.000Z,,,2026-07-31T08:33:00.000Z
LOT_00330,COL_0004,paid,1,0.14,147.32,Wagholi,Pune,Maharashtra,18.56174011596441,73.89390610436797,2026-01-22T10:21:00.000Z,REC_005,146.01,2026-01-23T16:59:00.000Z
LOT_00331,COL_0006,paid,1,1.73,351.62,Kurla,Mumbai Suburban,Maharashtra,19.125947796037796,72.880813016434,2026-03-21T14:23:00.000Z,REC_007,305.88,2026-03-23T09:54:00.000Z
LOT_00332,COL_0051,ready,1,33.55,3987.44,Kurla,Mumbai Suburban,Maharashtra,19.08145866715014,72.84077280043512,2025-12-17T08:05:00.000Z,,,2025-12-17T08:05:00.000Z
LOT_00333,COL_0018,ready,1,35.15,7118.58,Andheri East,Mumbai Suburban,Maharashtra,19.082277263334394,72.84150953700095,2025-11-23T08:11:00.000Z,,,2025-11-23T08:11:00.000Z
LOT_00334,COL_0022,handed_over,2,32.35,706.52,Andheri East,Mumbai Suburban,Maharashtra,19.07182563800961,72.83210307420865,2025-09-17T08:40:00.000Z,REC_008,636.71,2025-09-18T00:40:00.000Z
LOT_00335,COL_0040,handed_over,2,5.92,740.78,Kurla,Mumbai Suburban,Maharashtra,19.09538984306753,72.85331085876076,2026-02-25T10:42:00.000Z,REC_008,651.33,2026-02-25T19:42:00.000Z
LOT_00336,COL_0040,paid,4,70.28,13843.79,Kurla,Mumbai Suburban,Maharashtra,19.133685071325303,72.88777656419276,2026-07-10T07:54:00.000Z,REC_007,13595.39,2026-07-11T22:47:00.000Z
LOT_00337,COL_0034,ready,2,10.01,3371.82,Kothrud,Pune,Maharashtra,18.532233128668366,73.86734981580153,2026-05-10T18:32:00.000Z,,,2026-05-10T18:32:00.000Z
LOT_00338,COL_0018,paid,2,5.57,599.24,Govandi,Mumbai Suburban,Maharashtra,19.08427243117839,72.84330518806054,2026-04-04T19:22:00.000Z,REC_007,619.76,2026-04-06T10:08:00.000Z
LOT_00339,COL_0031,handed_over,2,16.66,1967.53,Andheri East,Mumbai Suburban,Maharashtra,19.139004438190163,72.89256399437114,2026-06-05T17:43:00.000Z,REC_008,1854.48,2026-06-07T13:43:00.000Z
LOT_00340,COL_0059,confirmed,1,0.02,85.24,Katraj,Pune,Maharashtra,18.471454526790975,73.81264907411189,2026-02-03T12:32:00.000Z,REC_005,85.07,2026-02-04T01:12:00.000Z
LOT_00341,COL_0042,confirmed,1,0.81,251.25,Kothrud,Pune,Maharashtra,18.48708604366481,73.82671743929833,2025-11-18T15:15:00.000Z,REC_005,255.49,2025-11-19T08:02:00.000Z
LOT_00342,COL_0051,confirmed,3,3.26,280.54,Bhandup,Mumbai Suburban,Maharashtra,19.12287560705692,72.87804804635122,2026-01-06T11:00:00.000Z,REC_008,256.91,2026-01-08T00:30:00.000Z
LOT_00343,COL_0003,ready,2,53.69,1267.89,Hadapsar,Pune,Maharashtra,18.53451210056394,73.86940089050755,2026-01-05T08:00:00.000Z,,,2026-01-05T08:00:00.000Z
LOT_00344,COL_0017,paid,1,6.32,1734.76,Dombivli,Thane,Maharashtra,19.163576364982127,72.92884872848391,2025-11-20T18:33:00.000Z,REC_011,1587.16,2025-11-21T03:43:00.000Z
LOT_00345,COL_0043,paid,3,45.48,7716.41,Bhosari,Pune,Maharashtra,18.57469101858288,73.9055619167246,2025-11-14T19:07:00.000Z,REC_003,7827.43,2025-11-16T10:42:00.000Z
LOT_00346,COL_0025,paid,2,6.71,612.85,Wagholi,Pune,Maharashtra,18.578046839693187,73.90858215572388,2025-11-20T07:06:00.000Z,REC_002,580.35,2025-11-23T04:13:00.000Z
LOT_00347,COL_0052,ready,3,83.85,4841.62,Yelahanka,Bengaluru Urban,Karnataka,13.025184925457836,77.64282643291205,2026-06-25T18:37:00.000Z,,,2026-06-25T18:37:00.000Z
LOT_00348,COL_0020,paid,2,23.63,2831.28,Wagle Estate,Thane,Maharashtra,19.26078310703784,73.01633479633405,2025-11-03T06:37:00.000Z,REC_011,2369.27,2025-11-06T06:18:00.000Z
LOT_00349,COL_0020,paid,2,7.94,3135.87,Dombivli,Thane,Maharashtra,19.23652476878762,72.99450229190886,2025-11-16T15:20:00.000Z,REC_010,3226.63,2025-11-19T12:29:00.000Z
LOT_00350,COL_0059,paid,1,3.02,846.23,Katraj,Pune,Maharashtra,18.562922876113653,73.89497058850229,2026-05-06T17:18:00.000Z,REC_003,818.18,2026-05-09T05:07:00.000Z
LOT_00351,COL_0028,paid,2,14.41,895.65,Andheri East,Mumbai Suburban,Maharashtra,19.107428832209113,72.8641459489882,2026-03-21T07:45:00.000Z,REC_007,935.88,2026-03-23T08:33:00.000Z
LOT_00352,COL_0023,paid,1,29.48,408.3,Mayapuri,New Delhi,Delhi,28.67440008773804,77.26345007896424,2026-07-23T19:46:00.000Z,REC_019,448.44,2026-07-26T00:09:00.000Z
LOT_00353,COL_0017,paid,2,39.6,4410.75,Ulhasnagar,Thane,Maharashtra,19.166579675878584,72.93155170829073,2026-02-12T11:18:00.000Z,REC_011,3878.34,2026-02-14T00:20:00.000Z
LOT_00354,COL_0038,ready,2,20.04,2836.34,Panchavati,Nashik,Maharashtra,20.03770491808653,73.82598442627787,2026-04-11T10:31:00.000Z,,,2026-04-11T10:31:00.000Z
LOT_00355,COL_0005,ready,3,35.14,7442.91,Butibori,Nagpur,Maharashtra,21.142147840018573,79.08491305601672,2025-12-12T14:53:00.000Z,,,2025-12-12T14:53:00.000Z
LOT_00356,COL_0004,confirmed,1,23.53,3216.32,Wagholi,Pune,Maharashtra,18.465228222244978,73.80704540002048,2026-01-08T16:46:00.000Z,REC_002,2925.96,2026-01-10T13:55:00.000Z
LOT_00357,COL_0015,paid,1,36.47,191.98,Chikalthana,Chhatrapati Sambhajinagar,Maharashtra,19.81271390746236,75.28616251671612,2026-08-08T11:02:00.000Z,REC_016,164.71,2026-08-09T04:45:00.000Z
LOT_00358,COL_0016,ready,1,17.95,474.06,Malad,Mumbai Suburban,Maharashtra,19.161133676326276,72.91248030869365,2025-10-28T06:28:00.000Z,,,2025-10-28T06:28:00.000Z
LOT_00359,COL_0005,paid,4,189.31,5247.09,Butibori,Nagpur,Maharashtra,21.179410485568646,79.11844943701178,2026-07-26T17:42:00.000Z,REC_014,5384.04,2026-07-28T00:49:00.000Z
LOT_00360,COL_0012,paid,2,109.59,1742.6,Kothrud,Pune,Maharashtra,18.498261496098337,73.83677534648851,2026-02-20T16:47:00.000Z,REC_003,1974.27,2026-02-23T14:02:00.000Z
LOT_00361,COL_0006,handed_over,1,24.81,306.16,Andheri East,Mumbai Suburban,Maharashtra,19.063418161502483,72.82453634535223,2026-07-01T10:32:00.000Z,REC_007,312.24,2026-07-02T16:32:00.000Z
LOT_00362,COL_0020,paid,1,37.59,888.63,Ulhasnagar,Thane,Maharashtra,19.14358134021908,72.91085320619717,2025-11-15T17:54:00.000Z,REC_010,982.16,2025-11-16T08:31:00.000Z
LOT_00363,COL_0045,paid,2,29.77,4269.25,Yelahanka,Bengaluru Urban,Karnataka,12.919781140497328,77.54796302644759,2025-12-19T14:52:00.000Z,REC_021,4715.09,2025-12-22T06:28:00.000Z
LOT_00364,COL_0040,paid,2,17.92,2935.1,Malad,Mumbai Suburban,Maharashtra,19.114115143536033,72.87016362918243,2026-04-16T14:23:00.000Z,REC_008,2526.66,2026-04-17T11:25:00.000Z
LOT_00365,COL_0053,paid,2,17.21,1687.86,Ambad,Nashik,Maharashtra,19.999534425921738,73.79163098332957,2026-03-19T16:55:00.000Z,REC_013,1477.79,2026-03-19T22:23:00.000Z
LOT_00366,COL_0010,handed_over,4,36.32,3955.34,Bhosari,Pune,Maharashtra,18.583915503145754,73.91386395283118,2025-10-10T16:59:00.000Z,REC_002,3621.57,2025-10-12T16:59:00.000Z
LOT_00367,COL_0053,paid,3,135.13,12923.75,Satpur,Nashik,Maharashtra,19.923368066065013,73.72308125945851,2026-05-07T10:23:00.000Z,REC_012,12418.52,2026-05-08T16:25:00.000Z
LOT_00368,COL_0040,paid,2,24.12,3353.27,Bhandup,Mumbai Suburban,Maharashtra,19.154349045163396,72.90637414064705,2026-06-15T13:12:00.000Z,REC_008,3215.4,2026-06-16T05:48:00.000Z
LOT_00369,COL_0014,paid,4,60.44,9857.59,Hadapsar,Pune,Maharashtra,18.46853515614718,73.81002164053247,2026-02-08T14:09:00.000Z,REC_003,9364.32,2026-02-10T07:56:00.000Z
LOT_00370,COL_0021,paid,1,0.27,876.67,Katraj,Pune,Maharashtra,18.53311735023707,73.86814561521336,2026-07-16T16:03:00.000Z,REC_004,901.72,2026-07-19T03:36:00.000Z
LOT_00371,COL_0042,ready,3,62.84,6339.93,Wagholi,Pune,Maharashtra,18.52562922877222,73.861406305895,2025-09-09T10:48:00.000Z,,,2025-09-09T10:48:00.000Z
LOT_00372,COL_0041,paid,1,34.52,3177.79,Bommanahalli,Bengaluru Urban,Karnataka,12.966702148875594,77.59019193398804,2026-06-28T17:06:00.000Z,REC_020,3133.75,2026-07-01T02:04:00.000Z
LOT_00373,COL_0027,handed_over,2,36.9,3714.22,Ambad,Nashik,Maharashtra,19.96216867223382,73.75800180501044,2025-10-17T13:25:00.000Z,REC_013,3630.5,2025-10-20T13:25:00.000Z
LOT_00374,COL_0006,paid,2,0.17,598.38,Bhandup,Mumbai Suburban,Maharashtra,19.165572932480277,72.91647563923225,2026-03-02T16:18:00.000Z,REC_008,531.83,2026-03-03T13:59:00.000Z
LOT_00375,COL_0010,paid,1,28.56,2833.57,Wagholi,Pune,Maharashtra,18.564725806908307,73.89659322621748,2025-10-19T10:44:00.000Z,REC_003,2783.27,2025-10-20T06:06:00.000Z
LOT_00376,COL_0029,paid,2,1.18,121.39,Andheri East,Mumbai Suburban,Maharashtra,19.099149458414317,72.85669451257287,2025-10-17T16:18:00.000Z,REC_008,124.65,2025-10-18T11:07:00.000Z
LOT_00377,COL_0054,paid,3,143.11,3351.25,Bhosari,Pune,Maharashtra,18.47184448045641,73.81300003241077,2025-12-04T07:58:00.000Z,REC_004,3309.84,2025-12-05T20:37:00.000Z
LOT_00378,COL_0015,ready,1,7.68,2563.35,Waluj,Chhatrapati Sambhajinagar,Maharashtra,19.907019299370052,75.37103736943304,2026-07-27T07:04:00.000Z,,,2026-07-27T07:04:00.000Z
LOT_00379,COL_0035,ready,1,1.15,286.16,Kurla,Mumbai Suburban,Maharashtra,19.13557636138648,72.88947872524783,2026-08-05T14:15:00.000Z,,,2026-08-05T14:15:00.000Z
LOT_00380,COL_0016,paid,2,28.2,858.06,Malad,Mumbai Suburban,Maharashtra,19.05859769382179,72.8201979244396,2026-07-07T10:45:00.000Z,REC_006,832.51,2026-07-08T15:48:00.000Z
LOT_00381,COL_0049,handed_over,3,73.53,1266.61,Mayapuri,New Delhi,Delhi,28.585928153799475,77.18382533841952,2026-05-20T11:42:00.000Z,REC_019,1158.01,2026-05-21T13:42:00.000Z
LOT_00382,COL_0039,paid,2,21.79,2765.63,Dombivli,Thane,Maharashtra,19.151815804000197,72.91826422360018,2026-07-17T12:36:00.000Z,REC_010,2438.64,2026-07-18T06:11:00.000Z
LOT_00383,COL_0024,paid,1,13.47,162.93,Malad,Mumbai Suburban,Maharashtra,19.192503210386636,72.94071288934796,2025-10-27T18:34:00.000Z,REC_007,166.1,2025-10-28T18:51:00.000Z
LOT_00384,COL_0051,paid,1,0.15,627.39,Malad,Mumbai Suburban,Maharashtra,19.136366047231856,72.89018944250866,2025-11-19T10:23:00.000Z,REC_008,652.97,2025-11-21T17:41:00.000Z
LOT_00385,COL_0031,paid,1,8.41,678.62,Andheri East,Mumbai Suburban,Maharashtra,19.036139105676117,72.79998519510849,2026-02-11T06:55:00.000Z,REC_007,721.8,2026-02-12T05:06:00.000Z
LOT_00386,COL_0004,ready,1,1,262.02,Wagholi,Pune,Maharashtra,18.50838384349793,73.84588545914814,2026-04-22T07:26:00.000Z,,,2026-04-22T07:26:00.000Z
LOT_00387,COL_0030,paid,1,8.37,258.72,Ambad,Nashik,Maharashtra,20.042130196131765,73.8299671765186,2026-07-05T09:54:00.000Z,REC_012,244.84,2026-07-07T03:26:00.000Z
LOT_00388,COL_0004,ready,3,28.75,2180.6,Wagholi,Pune,Maharashtra,18.539074267083404,73.87350684037507,2026-03-10T11:23:00.000Z,,,2026-03-10T11:23:00.000Z
LOT_00389,COL_0030,paid,1,22.88,4524.29,Ambad,Nashik,Maharashtra,19.98349281746894,73.77719353572205,2026-07-29T06:05:00.000Z,REC_013,4594.42,2026-08-01T06:07:00.000Z
LOT_00390,COL_0036,paid,4,44.17,1694.31,Govandi,Mumbai Suburban,Maharashtra,19.127113299152256,72.88186196923702,2025-09-09T13:39:00.000Z,REC_008,1618.09,2025-09-10T00:07:00.000Z
LOT_00391,COL_0007,confirmed,3,71.55,3791.32,Dombivli,Thane,Maharashtra,19.276650832089782,73.0306157488808,2026-03-11T16:37:00.000Z,REC_011,3558.33,2026-03-14T15:32:00.000Z
LOT_00392,COL_0017,ready,4,89.78,7577.51,Wagle Estate,Thane,Maharashtra,19.240552170629798,72.99812695356681,2025-11-28T11:07:00.000Z,,,2025-11-28T11:07:00.000Z
LOT_00393,COL_0009,paid,1,14.94,2029.27,Panchavati,Nashik,Maharashtra,20.009321247152982,73.80043912243768,2025-10-31T07:06:00.000Z,REC_013,2105.73,2025-11-01T01:30:00.000Z
LOT_00394,COL_0040,paid,3,1.66,428.03,Bhandup,Mumbai Suburban,Maharashtra,19.189214304579796,72.93775287412181,2025-09-22T11:35:00.000Z,REC_008,409.11,2025-09-22T17:45:00.000Z
LOT_00395,COL_0034,paid,1,0.02,65.78,Hadapsar,Pune,Maharashtra,18.4636947390154,73.80566526511386,2026-05-28T11:20:00.000Z,REC_005,57.49,2026-05-29T20:41:00.000Z
LOT_00396,COL_0060,ready,3,14.21,1542.19,Hingna,Nagpur,Maharashtra,21.188084227944913,79.12625580515042,2025-12-09T09:37:00.000Z,,,2025-12-09T09:37:00.000Z
LOT_00397,COL_0002,paid,1,34.85,412.62,Bhandup,Mumbai Suburban,Maharashtra,19.0461246848166,72.80897221633494,2026-06-30T06:03:00.000Z,REC_007,376.62,2026-07-03T03:54:00.000Z
LOT_00398,COL_0025,ready,1,12.33,1651.71,Wagholi,Pune,Maharashtra,18.559242383511364,73.89165814516024,2026-03-29T17:22:00.000Z,,,2026-03-29T17:22:00.000Z
LOT_00399,COL_0014,confirmed,4,73.2,10772.86,Katraj,Pune,Maharashtra,18.531254390114544,73.8664689511031,2025-10-18T09:10:00.000Z,REC_001,10780.64,2025-10-20T17:11:00.000Z
LOT_00400,COL_0047,paid,2,39.43,5209.3,Mundka,New Delhi,Delhi,28.64621626752764,77.23808464077487,2026-02-10T10:25:00.000Z,REC_019,5271.44,2026-02-12T21:17:00.000Z
LOT_00401,COL_0008,paid,3,27.62,6255.83,Satpur,Nashik,Maharashtra,19.95017723660916,73.74720951294825,2026-03-01T08:05:00.000Z,REC_013,6034.79,2026-03-02T03:54:00.000Z
LOT_00402,COL_0050,paid,2,53.61,4266.72,Kothrud,Pune,Maharashtra,18.59766536720991,73.92623883048893,2025-12-24T12:21:00.000Z,REC_003,3935.77,2025-12-25T15:38:00.000Z
LOT_00403,COL_0013,paid,1,3.33,80.42,Peenya,Bengaluru Urban,Karnataka,13.014002538396419,77.63276228455678,2025-12-31T09:02:00.000Z,REC_021,75.45,2026-01-02T05:45:00.000Z
LOT_00404,COL_0020,paid,3,46.4,3880.21,Bhiwandi,Thane,Maharashtra,19.20807409169078,72.9688966825217,2026-07-18T10:08:00.000Z,REC_010,4106.78,2026-07-21T00:39:00.000Z
LOT_00405,COL_0038,paid,2,47.22,13391.63,Satpur,Nashik,Maharashtra,19.99528289090842,73.78780460181758,2026-07-18T07:21:00.000Z,REC_013,13291.42,2026-07-18T13:15:00.000Z
LOT_00406,COL_0002,paid,1,39.96,1043.36,Malad,Mumbai Suburban,Maharashtra,19.146437369292975,72.89925363236367,2026-06-14T06:55:00.000Z,REC_007,1016.59,2026-06-15T18:39:00.000Z
LOT_00407,COL_0044,paid,1,36.88,1238.43,Wagholi,Pune,Maharashtra,18.58626075015366,73.9159746751383,2026-01-19T11:17:00.000Z,REC_004,1138.13,2026-01-21T19:12:00.000Z
LOT_00408,COL_0027,paid,2,8.08,985.74,Satpur,Nashik,Maharashtra,19.978948953486977,73.77310405813829,2026-01-18T10:52:00.000Z,REC_013,1069.55,2026-01-18T17:54:00.000Z
LOT_00409,COL_0001,confirmed,2,39.46,11388.22,Satpur,Nashik,Maharashtra,20.06835376728326,73.85356839055494,2025-11-28T18:29:00.000Z,REC_012,10393.07,2025-11-30T15:15:00.000Z
LOT_00410,COL_0019,paid,3,148.03,3363.31,Bhiwandi,Thane,Maharashtra,19.275471645089983,73.02955448058098,2025-10-30T08:06:00.000Z,REC_011,3354.66,2025-10-31T09:23:00.000Z
LOT_00411,COL_0039,paid,2,20.25,8335.34,Wagle Estate,Thane,Maharashtra,19.14829979957938,72.91509981962145,2026-03-30T10:39:00.000Z,REC_011,8275.56,2026-03-30T15:56:00.000Z
LOT_00412,COL_0022,paid,1,0.04,52.16,Andheri East,Mumbai Suburban,Maharashtra,19.065932199141386,72.82679897922723,2025-12-07T13:00:00.000Z,REC_008,50.3,2025-12-10T10:26:00.000Z
LOT_00413,COL_0041,paid,4,63.4,10655.79,Yelahanka,Bengaluru Urban,Karnataka,12.991800926624238,77.61278083396182,2025-11-16T18:15:00.000Z,REC_021,11451.47,2025-11-19T08:54:00.000Z
LOT_00414,COL_0057,ready,2,244.7,3588.12,Kamptee,Nagpur,Maharashtra,21.0777657195732,79.02696914761589,2026-05-29T09:25:00.000Z,,,2026-05-29T09:25:00.000Z
LOT_00415,COL_0002,ready,1,4,488.8,Govandi,Mumbai Suburban,Maharashtra,19.080583003243806,72.83998470291942,2026-02-11T11:16:00.000Z,,,2026-02-11T11:16:00.000Z
LOT_00416,COL_0033,paid,1,28.58,978.29,Dombivli,Thane,Maharashtra,19.193410296048224,72.9556992664434,2026-02-23T07:55:00.000Z,REC_010,887.04,2026-02-24T13:54:00.000Z
LOT_00417,COL_0034,confirmed,1,27.77,677.45,Katraj,Pune,Maharashtra,18.514451354303954,73.85134621887356,2026-06-07T13:52:00.000Z,REC_003,545.19,2026-06-09T07:07:00.000Z
LOT_00418,COL_0026,paid,1,36.85,3755.75,Seelampur,New Delhi,Delhi,28.688127836690843,77.27580505302176,2026-04-02T15:46:00.000Z,REC_019,3334.29,2026-04-03T17:44:00.000Z
LOT_00419,COL_0039,paid,3,70.81,8850.57,Bhiwandi,Thane,Maharashtra,19.18277571378201,72.94612814240381,2026-02-04T14:28:00.000Z,REC_010,8497.75,2026-02-06T05:26:00.000Z
LOT_00420,COL_0040,confirmed,1,8.55,2517.79,Kurla,Mumbai Suburban,Maharashtra,19.168230506299437,72.91886745566948,2025-10-26T16:52:00.000Z,REC_008,2496.91,2025-10-27T05:43:00.000Z
LOT_00421,COL_0059,paid,1,1.42,242.66,Katraj,Pune,Maharashtra,18.541199678973854,73.87541971107647,2025-11-18T13:34:00.000Z,REC_004,257.02,2025-11-20T03:18:00.000Z
LOT_00422,COL_0052,ready,1,10.67,1423.18,Bommanahalli,Bengaluru Urban,Karnataka,12.95654806587696,77.58105325928926,2026-01-18T14:36:00.000Z,,,2026-01-18T14:36:00.000Z
LOT_00423,COL_0050,paid,2,21.72,967.25,Wagholi,Pune,Maharashtra,18.485936481291056,73.82568283316195,2025-10-18T06:27:00.000Z,REC_002,945.71,2025-10-19T07:33:00.000Z
LOT_00424,COL_0055,paid,1,43.42,523.84,Bhandup,Mumbai Suburban,Maharashtra,19.068412008626762,72.82903080776408,2025-12-11T08:14:00.000Z,REC_007,570.78,2025-12-12T10:11:00.000Z
LOT_00425,COL_0056,confirmed,3,77.76,7841.91,Govandi,Mumbai Suburban,Maharashtra,19.12797676716596,72.88263909044936,2025-10-02T16:51:00.000Z,REC_007,7428.47,2025-10-04T21:50:00.000Z
LOT_00426,COL_0053,paid,3,43.03,1158.58,Ambad,Nashik,Maharashtra,20.068408016636965,73.85361721497327,2025-10-22T18:08:00.000Z,REC_012,1182.83,2025-10-24T00:41:00.000Z
LOT_00427,COL_0040,ready,1,0.19,34.44,Kurla,Mumbai Suburban,Maharashtra,19.151405902808907,72.90372531252801,2026-07-01T07:19:00.000Z,,,2026-07-01T07:19:00.000Z
LOT_00428,COL_0044,paid,1,1.97,538.25,Bhosari,Pune,Maharashtra,18.45439463959038,73.79729517563135,2026-01-10T07:16:00.000Z,REC_002,538.11,2026-01-12T08:28:00.000Z
LOT_00429,COL_0022,paid,2,41.82,7124.89,Bhandup,Mumbai Suburban,Maharashtra,19.04092290878892,72.80429061791003,2026-08-28T18:14:00.000Z,REC_008,6133.38,2026-08-31T13:20:00.000Z
LOT_00430,COL_0005,ready,3,6.83,444.77,Butibori,Nagpur,Maharashtra,21.225332911367715,79.15977962023095,2026-02-03T10:02:00.000Z,,,2026-02-03T10:02:00.000Z
LOT_00431,COL_0029,paid,2,21.28,4468.99,Govandi,Mumbai Suburban,Maharashtra,19.188927364169064,72.93749462775214,2026-03-03T14:19:00.000Z,REC_008,4208.04,2026-03-05T06:33:00.000Z
LOT_00432,COL_0020,paid,2,13.93,1589.74,Dombivli,Thane,Maharashtra,19.190526444371045,72.95310379993394,2026-05-07T17:58:00.000Z,REC_011,1409.35,2026-05-10T03:20:00.000Z
LOT_00433,COL_0051,paid,3,0.44,492.08,Andheri East,Mumbai Suburban,Maharashtra,19.081959158560636,72.84122324270456,2026-06-25T17:41:00.000Z,REC_008,483.59,2026-06-28T09:38:00.000Z
LOT_00434,COL_0046,ready,1,27.67,5185.08,Wagholi,Pune,Maharashtra,18.4599145701617,73.80226311314553,2025-12-05T12:44:00.000Z,,,2025-12-05T12:44:00.000Z
LOT_00435,COL_0016,handed_over,1,3.46,554.95,Andheri East,Mumbai Suburban,Maharashtra,19.088114195621014,72.84676277605891,2025-12-13T09:47:00.000Z,REC_008,570.13,2025-12-16T05:47:00.000Z
LOT_00436,COL_0016,confirmed,3,36.66,7505.51,Govandi,Mumbai Suburban,Maharashtra,19.054860217130187,72.81683419541716,2026-04-20T15:10:00.000Z,REC_007,7433.84,2026-04-22T02:31:00.000Z
LOT_00437,COL_0043,paid,2,71.11,14955.95,Bhosari,Pune,Maharashtra,18.494392123678324,73.8332929113105,2026-04-04T10:22:00.000Z,REC_002,13717.38,2026-04-06T05:43:00.000Z
LOT_00438,COL_0039,confirmed,1,0.36,29.32,Wagle Estate,Thane,Maharashtra,19.21383793415427,72.97408414073884,2026-07-18T17:44:00.000Z,REC_010,26.65,2026-07-20T15:40:00.000Z
LOT_00439,COL_0004,paid,2,0.49,1073.15,Pimpri,Pune,Maharashtra,18.47196999286264,73.81311299357638,2026-03-20T12:40:00.000Z,REC_004,1107.59,2026-03-22T13:10:00.000Z
