sampleId,imageRef,imageHash,labelCategoryId,labelSubCategoryId,labelSource,weightKg,district,observedPriceInr,finalPriceInr,capturedAt,split,synthetic
TRN_000431,synthetic://images/pcb_motherboard/0028b2eee5fb.jpg,0028b2eee5fb,pcb,pcb_motherboard,collector,6.14,Nagpur,1771.39,,2026-07-07T12:19:00.000Z,train,true
TRN_000432,synthetic://images/cable_aluminium/608edf9332d8.jpg,608edf9332d8,cable,cable_aluminium,collector,1.18,Nagpur,132.96,,2026-07-07T12:19:00.000Z,train,true
TRN_000433,synthetic://images/pcb_ram_gold/8d2b2f01c07c.jpg,8d2b2f01c07c,pcb,pcb_ram_gold,collector,0.33,Mumbai Suburban,526.81,,2026-04-17T19:46:00.000Z,train,true
TRN_000434,synthetic://images/plastic_mixed_dirty/577877ddd148.jpg,577877ddd148,mixed_plastic,plastic_mixed_dirty,collector,36.16,Mumbai Suburban,342.47,325.84,2025-11-06T17:47:00.000Z,val,true
TRN_000435,synthetic://images/cable_aluminium/d3b171af1dae.jpg,d3b171af1dae,cable,cable_aluminium,recycler_corrected,27.38,Mumbai Suburban,3902.2,3712.67,2025-11-06T17:47:00.000Z,train,true
TRN_000436,synthetic://images/lcd_monitor_panel/cbb97f82f5cc.jpg,cbb97f82f5cc,lcd_panel,lcd_monitor_panel,collector,24.01,Nagpur,442.79,,2025-10-07T18:38:00.000Z,val,true
TRN_000437,synthetic://images/cable_aluminium/d38ea0b31116.jpg,d38ea0b31116,cable,cable_aluminium,collector,14.29,Nagpur,1781.93,,2025-10-07T18:38:00.000Z,test,true
TRN_000438,synthetic://images/pcb_power_supply/381797457c9c.jpg,381797457c9c,pcb,pcb_power_supply,collector,17.36,Nagpur,2327.11,,2025-10-07T18:38:00.000Z,train,true
TRN_000439,synthetic://images/plastic_abs_casing/0df6fe4fb375.jpg,0df6fe4fb375,mixed_plastic,plastic_abs_casing,recycler_corrected,35.45,Nashik,1072.01,,2025-10-31T10:22:00.000Z,val,true
TRN_000440,synthetic://images/pcb_power_supply/31f5185f6c7d.jpg,31f5185f6c7d,pcb,pcb_power_supply,collector,7.87,Nashik,748.73,,2025-10-31T10:22:00.000Z,train,true
TRN_000441,synthetic://images/battery_lead_acid_ups/20db58d4afcd.jpg,20db58d4afcd,battery,battery_lead_acid_ups,collector,33.04,Pune,2880.43,2718.07,2026-06-22T10:47:00.000Z,train,true
TRN_000442,synthetic://images/crt_yoke/705f46c1db67.jpg,705f46c1db67,crt,crt_yoke,collector,4.24,Pune,317.58,299.68,2026-06-22T10:47:00.000Z,train,true
TRN_000443,synthetic://images/lcd_laptop_panel/5fc5c6b3f199.jpg,5fc5c6b3f199,lcd_panel,lcd_laptop_panel,collector,7.7,Pune,382.58,361.02,2026-06-22T10:47:00.000Z,train,true
TRN_000444,synthetic://images/cable_aluminium/684fa3dc2461.jpg,684fa3dc2461,cable,cable_aluminium,recycler_corrected,32.32,Pune,1984.38,1872.53,2026-06-22T10:47:00.000Z,test,true
TRN_000445,synthetic://images/battery_li_ion_mobile/080fc58a13bf.jpg,080fc58a13bf,battery,battery_li_ion_mobile,collector,0.3,Mumbai Suburban,59.2,53.84,2026-02-21T08:35:00.000Z,test,true
TRN_000446,synthetic://images/pcb_mobile/6792773383c2.jpg,6792773383c2,pcb,pcb_mobile,collector,0.13,Mumbai Suburban,161.44,146.83,2026-02-21T08:35:00.000Z,train,true
TRN_000447,synthetic://images/battery_button_cell/580addd10511.jpg,580addd10511,battery,battery_button_cell,collector,30.57,Nashik,2487.94,2449.53,2025-10-31T15:42:00.000Z,train,true
TRN_000448,synthetic://images/plastic_abs_casing/41d0a3c1b9fc.jpg,41d0a3c1b9fc,mixed_plastic,plastic_abs_casing,collector,14.01,Nashik,423.66,417.12,2025-10-31T15:42:00.000Z,train,true
TRN_000449,synthetic://images/plastic_hips_tv/2fa22f18a223.jpg,2fa22f18a223,mixed_plastic,plastic_hips_tv,collector,19.64,Mumbai Suburban,526.35,547.76,2026-03-09T13:57:00.000Z,train,true
TRN_000450,synthetic://images/pcb_ram_gold/5ea82a0965a8.jpg,5ea82a0965a8,pcb,pcb_ram_gold,recycler_corrected,0.03,Mumbai Suburban,21.55,21.08,2026-04-14T17:56:00.000Z,train,true
TRN_000451,synthetic://images/cable_data_thin/25834ee00245.jpg,25834ee00245,cable,cable_data_thin,collector,20.92,Mumbai Suburban,2133.19,2086.99,2026-04-14T17:56:00.000Z,train,true
TRN_000452,synthetic://images/pcb_power_supply/11ce16f091db.jpg,11ce16f091db,pcb,pcb_power_supply,collector,8.59,Chhatrapati Sambhajinagar,1152.26,1217.56,2026-05-02T16:30:00.000Z,test,true
TRN_000453,synthetic://images/crt_monitor/d9f326446d18.jpg,d9f326446d18,crt,crt_monitor,collector,54.09,Chhatrapati Sambhajinagar,302.63,319.78,2026-05-02T16:30:00.000Z,val,true
TRN_000454,synthetic://images/crt_yoke/e07818e300e2.jpg,e07818e300e2,crt,crt_yoke,collector,1.81,Mumbai Suburban,132.21,147.79,2025-12-20T07:28:00.000Z,train,true
TRN_000455,synthetic://images/motor_hdd_assembly/479d149abd21.jpg,479d149abd21,motor_magnet,motor_hdd_assembly,collector,4.06,Mumbai Suburban,1104.73,,2026-06-08T13:06:00.000Z,train,true
TRN_000456,synthetic://images/cable_data_thin/ff731503245b.jpg,ff731503245b,cable,cable_data_thin,collector,4.84,Mumbai Suburban,509.35,,2026-06-08T13:06:00.000Z,train,true
TRN_000457,synthetic://images/motor_fan_ac/16a357b0a211.jpg,16a357b0a211,motor_magnet,motor_fan_ac,collector,14.63,Bengaluru Urban,2456.96,,2025-11-30T06:10:00.000Z,train,true
TRN_000458,synthetic://images/motor_speaker_magnet/2eead20f4703.jpg,2eead20f4703,motor_magnet,motor_speaker_magnet,collector,1.92,Pune,113.16,108.19,2025-09-10T06:18:00.000Z,test,true
TRN_000459,synthetic://images/motor_small_appliance/9c24eb0b906f.jpg,9c24eb0b906f,motor_magnet,motor_small_appliance,collector,9.07,Pune,1282.15,1225.8,2025-09-10T06:18:00.000Z,val,true
TRN_000460,synthetic://images/plastic_hips_tv/064cb5d7d804.jpg,064cb5d7d804,mixed_plastic,plastic_hips_tv,collector,14.16,Pune,267.52,243.03,2026-02-28T06:49:00.000Z,train,true
TRN_000461,synthetic://images/cable_aluminium/23c3e2ef8b34.jpg,23c3e2ef8b34,cable,cable_aluminium,collector,34.76,Nashik,4662.01,,2025-11-20T13:58:00.000Z,test,true
TRN_000462,synthetic://images/motor_small_appliance/e42914a7fc65.jpg,e42914a7fc65,motor_magnet,motor_small_appliance,collector,7.93,Thane,1054.21,1135.74,2026-03-13T09:08:00.000Z,test,true
TRN_000463,synthetic://images/cable_mixed_scrap/811c4dffbedc.jpg,811c4dffbedc,cable,cable_mixed_scrap,collector,20.63,Thane,4572.74,4926.36,2026-03-13T09:08:00.000Z,train,true
TRN_000464,synthetic://images/lcd_monitor_panel/a831b76afb30.jpg,a831b76afb30,lcd_panel,lcd_monitor_panel,recycler_corrected,9.02,Thane,225.79,243.25,2026-03-13T09:08:00.000Z,test,true
TRN_000465,synthetic://images/motor_fan_ac/7375ba30ce34.jpg,7375ba30ce34,motor_magnet,motor_fan_ac,collector,15.49,Mumbai Suburban,2475.46,2392.9,2026-02-13T08:26:00.000Z,train,true
TRN_000466,synthetic://images/motor_fan_ac/53297452aefb.jpg,53297452aefb,motor_magnet,motor_fan_ac,recycler_corrected,24.89,Pune,1592.49,1566.98,2026-01-13T15:29:00.000Z,train,true
TRN_000467,synthetic://images/battery_button_cell/09ff7dfbdf9d.jpg,09ff7dfbdf9d,battery,battery_button_cell,collector,27.23,Nashik,2217.23,2216.83,2026-03-25T16:20:00.000Z,train,true
TRN_000468,synthetic://images/plastic_abs_casing/9a126a28f2fd.jpg,9a126a28f2fd,mixed_plastic,plastic_abs_casing,collector,43.04,Nashik,1329.51,1329.27,2026-03-25T16:20:00.000Z,test,true
TRN_000469,synthetic://images/cable_data_thin/2bc3fecadaff.jpg,2bc3fecadaff,cable,cable_data_thin,recycler_corrected,36.79,Pune,4693.67,3916.77,2026-03-19T15:12:00.000Z,test,true
TRN_000470,synthetic://images/plastic_hips_tv/5b9eb8bceed1.jpg,5b9eb8bceed1,mixed_plastic,plastic_hips_tv,collector,28.93,Pune,676.96,564.91,2026-03-19T15:12:00.000Z,val,true
TRN_000471,synthetic://images/lcd_laptop_panel/47cf026d161d.jpg,47cf026d161d,lcd_panel,lcd_laptop_panel,collector,1.29,Thane,66.05,67.43,2026-06-06T16:01:00.000Z,val,true
TRN_000472,synthetic://images/cable_data_thin/d6f402f267eb.jpg,d6f402f267eb,cable,cable_data_thin,collector,32.65,Mumbai Suburban,4773.43,,2025-11-12T19:35:00.000Z,train,true
TRN_000473,synthetic://images/cable_copper_house/cc267a3bfe70.jpg,cc267a3bfe70,cable,cable_copper_house,collector,16.43,Pune,4593.61,,2025-12-10T12:45:00.000Z,train,true
TRN_000474,synthetic://images/pcb_tv_low_grade/64274a599c4f.jpg,64274a599c4f,pcb,pcb_tv_low_grade,collector,2.29,Pune,235.6,,2025-12-10T12:45:00.000Z,val,true
TRN_000475,synthetic://images/battery_li_ion_mobile/3d7d8541751f.jpg,3d7d8541751f,battery,battery_li_ion_mobile,collector,0.25,Nagpur,35.26,35.87,2025-10-15T16:35:00.000Z,val,true
TRN_000476,synthetic://images/cable_copper_house/7d951756f00e.jpg,7d951756f00e,cable,cable_copper_house,collector,12.25,Mumbai Suburban,4609.55,,2026-05-26T11:36:00.000Z,test,true
TRN_000477,synthetic://images/motor_small_appliance/97e1986c8df0.jpg,97e1986c8df0,motor_magnet,motor_small_appliance,collector,8.47,Pune,936.17,1015.33,2025-10-14T18:57:00.000Z,val,true
TRN_000478,synthetic://images/cable_data_thin/db022735263f.jpg,db022735263f,cable,cable_data_thin,collector,27.99,Nagpur,3289.38,,2026-07-18T15:55:00.000Z,val,true
TRN_000479,synthetic://images/cable_aluminium/b0adffc53662.jpg,b0adffc53662,cable,cable_aluminium,collector,41.84,Pune,5994.08,5105.05,2026-06-24T10:10:00.000Z,val,true
TRN_000480,synthetic://images/cable_aluminium/cf4a5cae6911.jpg,cf4a5cae6911,cable,cable_aluminium,collector,41.52,Mumbai Suburban,4838.67,,2026-03-11T13:03:00.000Z,train,true
TRN_000481,synthetic://images/motor_speaker_magnet/e7697da16c35.jpg,e7697da16c35,motor_magnet,motor_speaker_magnet,collector,1.2,Pune,86.25,84.88,2025-09-21T09:08:00.000Z,train,true
TRN_000482,synthetic://images/crt_yoke/9bc7e040389f.jpg,9bc7e040389f,crt,crt_yoke,collector,8.39,Pune,628.83,591.83,2026-05-16T10:47:00.000Z,train,true
TRN_000483,synthetic://images/battery_lead_acid_ups/de53339773ed.jpg,de53339773ed,battery,battery_lead_acid_ups,collector,35.48,New Delhi,2985.88,2884.56,2026-03-28T17:43:00.000Z,test,true
TRN_000484,synthetic://images/battery_lead_acid_ups/2a1c329b32d1.jpg,2a1c329b32d1,battery,battery_lead_acid_ups,collector,90.4,Mumbai Suburban,6907.55,6914.27,2026-05-21T08:08:00.000Z,train,true
TRN_000485,synthetic://images/plastic_abs_casing/8b3f0162d331.jpg,8b3f0162d331,mixed_plastic,plastic_abs_casing,collector,3.77,Mumbai Suburban,132.59,132.72,2026-05-21T08:08:00.000Z,train,true
TRN_000486,synthetic://images/motor_hdd_assembly/4863551afca4.jpg,4863551afca4,motor_magnet,motor_hdd_assembly,collector,0.55,Mumbai Suburban,63,59.04,2026-05-27T13:42:00.000Z,val,true
TRN_000487,synthetic://images/motor_hdd_assembly/a9941d09f6b7.jpg,a9941d09f6b7,motor_magnet,motor_hdd_assembly,collector,5.53,Nagpur,1378.81,1393.32,2026-02-11T14:00:00.000Z,train,true
TRN_000488,synthetic://images/battery_button_cell/f130f36b5eff.jpg,f130f36b5eff,battery,battery_button_cell,collector,33.71,Nagpur,3497.08,3533.88,2026-02-11T14:00:00.000Z,train,true
TRN_000489,synthetic://images/cable_data_thin/de795bd4c565.jpg,de795bd4c565,cable,cable_data_thin,collector,40,Mumbai Suburban,4924.92,,2026-07-26T16:55:00.000Z,test,true
TRN_000490,synthetic://images/crt_tv/2609ae769649.jpg,2609ae769649,crt,crt_tv,collector,197.84,Bengaluru Urban,1508.45,,2026-05-09T09:26:00.000Z,train,true
TRN_000491,synthetic://images/cable_data_thin/c1371928a531.jpg,c1371928a531,cable,cable_data_thin,collector,1.49,Mumbai Suburban,95.76,,2026-06-08T19:20:00.000Z,train,true
TRN_000492,synthetic://images/pcb_tv_low_grade/e4b6a898cdaf.jpg,e4b6a898cdaf,pcb,pcb_tv_low_grade,recycler_corrected,2.47,Mumbai Suburban,303.49,,2026-06-08T19:20:00.000Z,train,true
TRN_000493,synthetic://images/lcd_laptop_panel/ccdf260078b9.jpg,ccdf260078b9,lcd_panel,lcd_laptop_panel,recycler_corrected,5.77,Mumbai Suburban,265.15,,2026-06-08T19:20:00.000Z,train,true
TRN_000494,synthetic://images/plastic_abs_casing/7db106339e8f.jpg,7db106339e8f,mixed_plastic,plastic_abs_casing,collector,4.92,Pune,165.02,161.16,2025-10-25T07:08:00.000Z,test,true
TRN_000495,synthetic://images/motor_fan_ac/2462e7f02bca.jpg,2462e7f02bca,motor_magnet,motor_fan_ac,collector,28.97,Pune,3445.96,,2026-08-21T13:48:00.000Z,train,true
TRN_000496,synthetic://images/battery_li_ion_laptop/5d177e3c9b64.jpg,5d177e3c9b64,battery,battery_li_ion_laptop,recycler_corrected,0.33,Pune,55.6,,2026-08-21T13:48:00.000Z,test,true
TRN_000497,synthetic://images/crt_monitor/d2fdcdf860fc.jpg,d2fdcdf860fc,crt,crt_monitor,collector,185.4,Pune,1648,,2026-08-21T13:48:00.000Z,train,true
TRN_000498,synthetic://images/cable_aluminium/6a0dd47fbe48.jpg,6a0dd47fbe48,cable,cable_aluminium,recycler_corrected,44.02,Pune,6321.18,6908.56,2025-12-28T09:54:00.000Z,train,true
TRN_000499,synthetic://images/battery_li_ion_mobile/339d3383a31a.jpg,339d3383a31a,battery,battery_li_ion_mobile,collector,0.09,Pune,14.31,15.64,2025-12-28T09:54:00.000Z,train,true
TRN_000500,synthetic://images/lcd_laptop_panel/d407e57f26c1.jpg,d407e57f26c1,lcd_panel,lcd_laptop_panel,collector,3.17,Pune,122.3,133.66,2025-12-28T09:54:00.000Z,train,true
TRN_000501,synthetic://images/pcb_power_supply/f41733283d13.jpg,f41733283d13,pcb,pcb_power_supply,collector,2.42,Pune,327.41,357.83,2025-12-28T09:54:00.000Z,train,true
TRN_000502,synthetic://images/pcb_power_supply/c6c195e224dc.jpg,c6c195e224dc,pcb,pcb_power_supply,collector,7.32,Mumbai Suburban,1110.88,1111.01,2025-10-17T12:53:00.000Z,train,true
TRN_000503,synthetic://images/cable_copper_house/f4faab4e5d0e.jpg,f4faab4e5d0e,cable,cable_copper_house,collector,14.43,Mumbai Suburban,5401.94,5402.57,2025-10-17T12:53:00.000Z,train,true
TRN_000504,synthetic://images/motor_hdd_assembly/5f009ae4b95c.jpg,5f009ae4b95c,motor_magnet,motor_hdd_assembly,collector,2.19,Mumbai Suburban,575.99,576.06,2025-10-17T12:53:00.000Z,train,true
TRN_000505,synthetic://images/pcb_mobile/ffc7e07828db.jpg,ffc7e07828db,pcb,pcb_mobile,collector,0.24,Mumbai Suburban,244.19,,2026-04-01T17:52:00.000Z,train,true
TRN_000506,synthetic://images/battery_li_ion_laptop/e33101c72252.jpg,e33101c72252,battery,battery_li_ion_laptop,collector,3.34,Mumbai Suburban,875.63,845.79,2026-07-08T19:14:00.000Z,train,true
TRN_000507,synthetic://images/pcb_power_supply/d775abf8e44a.jpg,d775abf8e44a,pcb,pcb_power_supply,collector,9.93,Mumbai Suburban,1568.98,1515.51,2026-07-08T19:14:00.000Z,train,true
TRN_000508,synthetic://images/plastic_hips_tv/0f33fadc172f.jpg,0f33fadc172f,mixed_plastic,plastic_hips_tv,recycler_corrected,30.42,Pune,707.27,690.33,2025-11-08T09:34:00.000Z,test,true
TRN_000509,synthetic://images/cable_mixed_scrap/b120cee17198.jpg,b120cee17198,cable,cable_mixed_scrap,collector,17.77,Pune,3341.47,3261.42,2025-11-08T09:34:00.000Z,train,true
TRN_000510,synthetic://images/battery_button_cell/8ce7502facfd.jpg,8ce7502facfd,battery,battery_button_cell,collector,30.28,Pune,3029.33,2956.76,2025-11-08T09:34:00.000Z,train,true
TRN_000511,synthetic://images/lcd_tv_panel/3d2fafb4b577.jpg,3d2fafb4b577,lcd_panel,lcd_tv_panel,collector,23.05,Pune,480.82,469.3,2025-11-08T09:34:00.000Z,train,true
TRN_000512,synthetic://images/plastic_hips_tv/db037d2fa55b.jpg,db037d2fa55b,mixed_plastic,plastic_hips_tv,collector,32.76,Nashik,818.67,703.63,2026-06-27T13:37:00.000Z,val,true
TRN_000513,synthetic://images/cable_aluminium/cc0cbe26adc2.jpg,cc0cbe26adc2,cable,cable_aluminium,collector,42.65,Nashik,6089.52,5233.78,2026-06-27T13:37:00.000Z,train,true
TRN_000514,synthetic://images/pcb_motherboard/50eeade16cc3.jpg,50eeade16cc3,pcb,pcb_motherboard,collector,1.78,Pune,559.03,572.08,2026-02-09T16:13:00.000Z,train,true
TRN_000515,synthetic://images/crt_monitor/a8c6311a0d41.jpg,a8c6311a0d41,crt,crt_monitor,collector,71.94,Pune,625.54,640.14,2026-02-09T16:13:00.000Z,test,true
TRN_000516,synthetic://images/motor_small_appliance/886e4055a2d2.jpg,886e4055a2d2,motor_magnet,motor_small_appliance,collector,9.31,Pune,1312.07,1342.7,2026-02-09T16:13:00.000Z,train,true
TRN_000517,synthetic://images/plastic_hips_tv/3456f8d70cbf.jpg,3456f8d70cbf,mixed_plastic,plastic_hips_tv,collector,9.82,Pune,226.25,231.53,2026-02-09T16:13:00.000Z,train,true
TRN_000518,synthetic://images/crt_yoke/207d4a6565cd.jpg,207d4a6565cd,crt,crt_yoke,collector,4.45,New Delhi,399.25,,2025-10-18T18:21:00.000Z,train,true
TRN_000519,synthetic://images/cable_data_thin/254424a3d576.jpg,254424a3d576,cable,cable_data_thin,recycler_corrected,17.13,Pune,2212.68,2021.86,2025-12-30T13:11:00.000Z,train,true
TRN_000520,synthetic://images/lcd_tv_panel/77c411c10f77.jpg,77c411c10f77,lcd_panel,lcd_tv_panel,collector,78.14,Mumbai Suburban,1756.08,1878.17,2025-12-28T10:40:00.000Z,train,true
TRN_000521,synthetic://images/motor_speaker_magnet/cb6ead591d58.jpg,cb6ead591d58,motor_magnet,motor_speaker_magnet,collector,0.34,Pune,19.75,19.75,2025-12-01T07:01:00.000Z,val,true
TRN_000522,synthetic://images/motor_hdd_assembly/828b32571255.jpg,828b32571255,motor_magnet,motor_hdd_assembly,collector,2.19,Pune,423.22,423.29,2025-12-01T07:01:00.000Z,val,true
TRN_000523,synthetic://images/cable_data_thin/da385b3ab0eb.jpg,da385b3ab0eb,cable,cable_data_thin,collector,30.12,Mumbai Suburban,4597.79,4188.52,2026-05-31T18:00:00.000Z,train,true
TRN_000524,synthetic://images/battery_li_ion_mobile/ac1cccb3611b.jpg,ac1cccb3611b,battery,battery_li_ion_mobile,collector,0.05,Mumbai Suburban,9.58,8.73,2026-05-31T18:00:00.000Z,val,true
TRN_000525,synthetic://images/crt_yoke/f49777c02761.jpg,f49777c02761,crt,crt_yoke,collector,2.96,Mumbai Suburban,187.79,171.07,2026-05-31T18:00:00.000Z,train,true
TRN_000526,synthetic://images/pcb_mobile/53c62a60ca09.jpg,53c62a60ca09,pcb,pcb_mobile,collector,0.26,Mumbai Suburban,264.76,241.19,2026-05-31T18:00:00.000Z,train,true
TRN_000527,synthetic://images/cable_copper_house/92c936289004.jpg,92c936289004,cable,cable_copper_house,collector,31.37,New Delhi,11809.1,,2026-07-21T15:07:00.000Z,train,true
TRN_000528,synthetic://images/pcb_mobile/1e621acc2b73.jpg,1e621acc2b73,pcb,pcb_mobile,collector,0.16,Mumbai Suburban,198.69,183.41,2026-02-22T08:07:00.000Z,train,true
TRN_000529,synthetic://images/cable_mixed_scrap/be89e306f2aa.jpg,be89e306f2aa,cable,cable_mixed_scrap,collector,27.53,Mumbai Suburban,5479.85,5058.31,2026-02-22T08:07:00.000Z,train,true
TRN_000530,synthetic://images/cable_data_thin/eb33c9e07647.jpg,eb33c9e07647,cable,cable_data_thin,collector,30.69,Mumbai Suburban,3129.43,2888.7,2026-02-22T08:07:00.000Z,train,true
TRN_000531,synthetic://images/cable_data_thin/300c188db452.jpg,300c188db452,cable,cable_data_thin,collector,7.03,Thane,1038.95,1046.79,2025-09-09T15:02:00.000Z,test,true
TRN_000532,synthetic://images/cable_aluminium/0549c3fa2ae9.jpg,0549c3fa2ae9,cable,cable_aluminium,collector,34.42,Mumbai Suburban,3439.42,,2025-09-15T16:52:00.000Z,test,true
TRN_000533,synthetic://images/motor_hdd_assembly/265f7c1e86a7.jpg,265f7c1e86a7,motor_magnet,motor_hdd_assembly,collector,7.61,New Delhi,2123.8,2085.75,2025-10-13T10:54:00.000Z,train,true
TRN_000534,synthetic://images/lcd_monitor_panel/4fd378b725d7.jpg,4fd378b725d7,lcd_panel,lcd_monitor_panel,collector,16.49,New Delhi,447.21,439.2,2025-10-13T10:54:00.000Z,val,true
TRN_000535,synthetic://images/cable_mixed_scrap/4fa6c2b90535.jpg,4fa6c2b90535,cable,cable_mixed_scrap,collector,43.33,Thane,9602.49,,2026-01-15T13:27:00.000Z,train,true
TRN_000536,synthetic://images/crt_yoke/0e935ed4c56e.jpg,0e935ed4c56e,crt,crt_yoke,recycler_corrected,1.27,Thane,99.15,,2026-01-15T13:27:00.000Z,train,true
TRN_000537,synthetic://images/pcb_tv_low_grade/8893f2f7d9b8.jpg,8893f2f7d9b8,pcb,pcb_tv_low_grade,collector,0.54,New Delhi,68.92,,2025-10-31T17:34:00.000Z,train,true
TRN_000538,synthetic://images/motor_fan_ac/325199ae12a0.jpg,325199ae12a0,motor_magnet,motor_fan_ac,collector,2.49,New Delhi,278.62,,2025-10-31T17:34:00.000Z,train,true
TRN_000539,synthetic://images/lcd_tv_panel/77dfaa9ad5cc.jpg,77dfaa9ad5cc,lcd_panel,lcd_tv_panel,collector,12.1,Pune,254.95,268,2026-05-11T07:49:00.000Z,test,true
TRN_000540,synthetic://images/motor_hdd_assembly/10fda1e993f0.jpg,10fda1e993f0,motor_magnet,motor_hdd_assembly,collector,4.32,Pune,1271.03,1336.1,2026-05-11T07:49:00.000Z,train,true
TRN_000541,synthetic://images/pcb_mobile/f1c285833ca3.jpg,f1c285833ca3,pcb,pcb_mobile,collector,0.23,Pune,237.3,249.45,2026-05-11T07:49:00.000Z,test,true
TRN_000542,synthetic://images/pcb_mobile/71d6923c9d85.jpg,71d6923c9d85,pcb,pcb_mobile,collector,0.12,Mumbai Suburban,156.43,150.74,2026-07-31T13:28:00.000Z,val,true
TRN_000543,synthetic://images/pcb_mobile/34b1165c5c52.jpg,34b1165c5c52,pcb,pcb_mobile,collector,0.03,New Delhi,30.96,,2025-12-10T10:21:00.000Z,train,true
TRN_000544,synthetic://images/plastic_hips_tv/98f5fc7987a3.jpg,98f5fc7987a3,mixed_plastic,plastic_hips_tv,collector,6.89,Pune,170.88,152.96,2025-12-18T16:50:00.000Z,test,true
TRN_000545,synthetic://images/crt_yoke/2df7f83372a0.jpg,2df7f83372a0,crt,crt_yoke,collector,4.7,Pune,339.72,304.09,2025-12-18T16:50:00.000Z,train,true
TRN_000546,synthetic://images/cable_data_thin/86b2f8ea7a37.jpg,86b2f8ea7a37,cable,cable_data_thin,collector,38.05,Pune,5160.66,4619.4,2025-12-18T16:50:00.000Z,train,true
TRN_000547,synthetic://images/plastic_abs_casing/0e6e89705e8b.jpg,0e6e89705e8b,mixed_plastic,plastic_abs_casing,collector,30.85,Pune,1034.71,,2025-10-21T18:07:00.000Z,train,true
TRN_000548,synthetic://images/plastic_abs_casing/cddb4f83ff59.jpg,cddb4f83ff59,mixed_plastic,plastic_abs_casing,collector,44.1,Pune,1479.11,,2025-10-21T18:07:00.000Z,train,true
TRN_000549,synthetic://images/plastic_mixed_dirty/ff4efdfaf274.jpg,ff4efdfaf274,mixed_plastic,plastic_mixed_dirty,recycler_corrected,30.07,Pune,389.3,350.49,2026-04-27T07:24:00.000Z,train,true
TRN_000550,synthetic://images/plastic_mixed_dirty/9d25ad39dc2a.jpg,9d25ad39dc2a,mixed_plastic,plastic_mixed_dirty,collector,11.5,Pune,141.79,127.66,2026-04-27T07:24:00.000Z,val,true
TRN_000551,synthetic://images/motor_small_appliance/cebcd71ad63f.jpg,cebcd71ad63f,motor_magnet,motor_small_appliance,collector,11.65,Nashik,1452.24,1416.32,2026-01-26T07:29:00.000Z,train,true
TRN_000552,synthetic://images/motor_speaker_magnet/2bf9298df1ca.jpg,2bf9298df1ca,motor_magnet,motor_speaker_magnet,recycler_corrected,1.72,Nashik,102.52,99.98,2026-01-26T07:29:00.000Z,train,true
TRN_000553,synthetic://images/motor_hdd_assembly/b859e6888db1.jpg,b859e6888db1,motor_magnet,motor_hdd_assembly,collector,4.68,Nashik,1231.64,1201.18,2026-01-26T07:29:00.000Z,train,true
TRN_000554,synthetic://images/pcb_mobile/dc7005f47b04.jpg,dc7005f47b04,pcb,pcb_mobile,collector,0.15,Pune,161.95,162.14,2026-06-25T18:22:00.000Z,val,true
TRN_000555,synthetic://images/battery_li_ion_laptop/342dbe18ad71.jpg,342dbe18ad71,battery,battery_li_ion_laptop,collector,0.6,Pune,55.47,55.53,2026-06-25T18:22:00.000Z,train,true
TRN_000556,synthetic://images/pcb_motherboard/a00cfaf9afe4.jpg,a00cfaf9afe4,pcb,pcb_motherboard,collector,0.68,Pune,210.85,206.69,2026-05-14T15:23:00.000Z,train,true
TRN_000557,synthetic://images/motor_small_appliance/1440f5d40c74.jpg,1440f5d40c74,motor_magnet,motor_small_appliance,collector,7.84,Thane,1036.84,1172.49,2026-07-09T16:00:00.000Z,train,true
TRN_000558,synthetic://images/cable_aluminium/5380ef977d68.jpg,5380ef977d68,cable,cable_aluminium,collector,28.12,Thane,1957.32,2213.39,2026-07-09T16:00:00.000Z,train,true
TRN_000559,synthetic://images/cable_copper_house/df919c8bb1c5.jpg,df919c8bb1c5,cable,cable_copper_house,collector,44.94,Mumbai Suburban,16910.46,15896.71,2026-05-09T06:21:00.000Z,val,true
TRN_000560,synthetic://images/cable_aluminium/1af6afec4566.jpg,1af6afec4566,cable,cable_aluminium,collector,28.61,Mumbai Suburban,4067.2,3823.38,2026-05-09T06:21:00.000Z,val,true
TRN_000561,synthetic://images/pcb_mobile/b7f54c9f6b8a.jpg,b7f54c9f6b8a,pcb,pcb_mobile,collector,0.02,Mumbai Suburban,26.08,24.52,2026-05-09T06:21:00.000Z,test,true
TRN_000562,synthetic://images/crt_yoke/25f839ab3a51.jpg,25f839ab3a51,crt,crt_yoke,collector,1.78,Mumbai Suburban,137.37,129.13,2026-05-09T06:21:00.000Z,train,true
TRN_000563,synthetic://images/plastic_hips_tv/57f27a9820cb.jpg,57f27a9820cb,mixed_plastic,plastic_hips_tv,collector,26.49,Thane,658.01,601.15,2025-10-14T17:54:00.000Z,train,true
TRN_000564,synthetic://images/plastic_hips_tv/1d57245af573.jpg,1d57245af573,mixed_plastic,plastic_hips_tv,collector,18.6,Thane,378.86,346.12,2025-10-14T17:54:00.000Z,train,true
TRN_000565,synthetic://images/cable_mixed_scrap/debe57c1158e.jpg,debe57c1158e,cable,cable_mixed_scrap,collector,15.15,Thane,3358.07,3067.89,2025-10-14T17:54:00.000Z,train,true
