priceId,categoryId,subCategoryId,district,state,observedAt,buyingPriceInr,quotedPriceInr,unit,currency,marketLowInr,marketHighInr,recyclerId,source,confidence
PRC_002802,pcb,pcb_mobile,Mumbai Suburban,Maharashtra,2025-11-21T14:25:00.000Z,1253.44,,kg,INR,724.84,1656.78,REC_009,aggregator_board,0.55
PRC_015265,pcb,pcb_tv_low_grade,Bengaluru Urban,Karnataka,2025-11-21T14:43:00.000Z,116.36,,kg,INR,71.14,162.61,REC_021,completed_transaction,0.9
PRC_007102,pcb,pcb_power_supply,Nashik,Maharashtra,2025-11-21T14:55:00.000Z,138.67,,kg,INR,87.05,183.78,REC_012,recycler_quote,0.7
PRC_000617,pcb,pcb_ram_gold,Pune,Maharashtra,2025-11-21T15:05:00.000Z,1784.37,1890.71,kg,INR,862.91,2109.33,REC_002,completed_transaction,0.9
PRC_014647,crt,crt_yoke,Bengaluru Urban,Karnataka,2025-11-21T15:06:00.000Z,75.95,86.88,kg,INR,59.36,102.53,REC_020,completed_transaction,0.9
PRC_016337,mixed_plastic,plastic_abs_casing,Bengaluru Urban,Karnataka,2025-11-21T15:10:00.000Z,25.83,28.99,kg,INR,23.02,43.96,REC_020,recycler_quote,0.7
PRC_007703,battery,battery_button_cell,Nashik,Maharashtra,2025-11-21T15:11:00.000Z,106.46,113.78,kg,INR,60.61,141.43,,aggregator_board,0.55
PRC_008150,mixed_plastic,plastic_hips_tv,Nashik,Maharashtra,2025-11-21T15:37:00.000Z,22.57,,kg,INR,15.01,30.01,,recycler_quote,0.7
PRC_008742,lcd_panel,led_backlight_strip,Nagpur,Maharashtra,2025-11-21T15:40:00.000Z,85.05,110.19,kg,INR,52.92,114.67,REC_014,completed_transaction,0.9
PRC_012130,motor_magnet,motor_fan_ac,Chhatrapati Sambhajinagar,Maharashtra,2025-11-21T16:02:00.000Z,127.57,,kg,INR,100.8,174.11,REC_016,completed_transaction,0.9
PRC_001729,motor_magnet,motor_speaker_magnet,Pune,Maharashtra,2025-11-21T17:01:00.000Z,79.03,98.72,kg,INR,46.51,98.18,REC_003,completed_transaction,0.9
PRC_012057,motor_magnet,motor_speaker_magnet,Chhatrapati Sambhajinagar,Maharashtra,2025-11-21T17:05:00.000Z,60.58,77.5,kg,INR,41.86,88.36,REC_016,recycler_quote,0.7
PRC_010377,crt,crt_tv,Chhatrapati Sambhajinagar,Maharashtra,2025-11-21T17:06:00.000Z,5.37,,kg,INR,3.59,8.08,REC_017,completed_transaction,0.9
PRC_015970,battery,battery_button_cell,Bengaluru Urban,Karnataka,2025-11-21T17:37:00.000Z,110.24,,kg,INR,67.63,157.8,REC_021,recycler_quote,0.7
PRC_013331,pcb,pcb_power_supply,New Delhi,Delhi,2025-11-21T17:42:00.000Z,166.39,185.98,kg,INR,102.63,216.67,REC_018,recycler_quote,0.7
PRC_014365,mixed_plastic,plastic_hips_tv,New Delhi,Delhi,2025-11-21T18:21:00.000Z,26.25,27.72,kg,INR,17.69,35.39,REC_018,completed_transaction,0.9
PRC_015585,cable,cable_aluminium,Bengaluru Urban,Karnataka,2025-11-21T18:27:00.000Z,138.12,166.73,kg,INR,118.72,188.87,REC_020,field_survey,0.85
PRC_000902,pcb,pcb_power_supply,Pune,Maharashtra,2025-11-21T18:28:00.000Z,149.76,166.7,kg,INR,91.64,193.46,REC_002,aggregator_board,0.55
PRC_015886,battery,battery_lead_acid_ups,Bengaluru Urban,Karnataka,2025-11-21T18:42:00.000Z,132.55,,kg,INR,84.54,118.35,REC_020,recycler_quote,0.7
PRC_007327,cable,cable_aluminium,Nashik,Maharashtra,2025-11-22T07:22:00.000Z,133.36,147.63,kg,INR,107.44,170.92,REC_012,completed_transaction,0.9
PRC_011505,cable,cable_aluminium,Chhatrapati Sambhajinagar,Maharashtra,2025-11-22T07:33:00.000Z,135.04,,kg,INR,101.78,161.93,REC_017,recycler_quote,0.7
PRC_000831,pcb,pcb_tv_low_grade,Pune,Maharashtra,2025-11-22T07:53:00.000Z,109.97,,kg,INR,67.35,153.94,REC_001,field_survey,0.85
PRC_003976,mixed_plastic,plastic_hips_tv,Mumbai Suburban,Maharashtra,2025-11-22T08:26:00.000Z,23,25.84,kg,INR,17.09,34.17,REC_006,aggregator_board,0.55
PRC_009402,cable,cable_aluminium,Nagpur,Maharashtra,2025-11-22T09:06:00.000Z,95.01,99.93,kg,INR,104.04,165.53,,aggregator_board,0.55
PRC_005969,mixed_plastic,plastic_abs_casing,Thane,Maharashtra,2025-11-22T09:16:00.000Z,29.6,36.99,kg,INR,22.84,43.6,REC_010,recycler_quote,0.7
PRC_004206,crt,crt_monitor,Thane,Maharashtra,2025-11-22T10:02:00.000Z,7.8,8.83,kg,INR,5.24,11.53,REC_011,completed_transaction,0.9
PRC_005021,pcb,pcb_power_supply,Thane,Maharashtra,2025-11-22T10:02:00.000Z,144.34,,kg,INR,97.16,205.11,REC_011,completed_transaction,0.9
PRC_011128,pcb,pcb_mobile,Chhatrapati Sambhajinagar,Maharashtra,2025-11-22T10:11:00.000Z,1063.29,1265.09,kg,INR,606.15,1385.49,,recycler_quote,0.7
PRC_008962,pcb,pcb_cpu_processor,Nagpur,Maharashtra,2025-11-22T10:23:00.000Z,4817.47,5180.12,kg,INR,1593.32,5753.64,REC_015,field_survey,0.85
PRC_001057,cable,cable_data_thin,Pune,Maharashtra,2025-11-22T10:24:00.000Z,131.86,159.17,kg,INR,92.53,185.06,,completed_transaction,0.9
PRC_014502,crt,crt_tv,Bengaluru Urban,Karnataka,2025-11-22T10:30:00.000Z,6.58,,kg,INR,4.23,9.52,,recycler_quote,0.7
PRC_012580,crt,crt_yoke,New Delhi,Delhi,2025-11-22T10:48:00.000Z,94.53,104.58,kg,INR,63.33,109.39,,recycler_quote,0.7
PRC_000405,lcd_panel,lcd_laptop_panel,Pune,Maharashtra,2025-11-22T10:55:00.000Z,39.08,,kg,INR,28.86,67.35,,recycler_quote,0.7
PRC_002803,pcb,pcb_mobile,Mumbai Suburban,Maharashtra,2025-11-22T11:49:00.000Z,1452.57,,kg,INR,727.38,1662.59,,aggregator_board,0.55
PRC_002171,crt,crt_monitor,Mumbai Suburban,Maharashtra,2025-11-22T12:23:00.000Z,8.05,,kg,INR,5.39,11.86,,completed_transaction,0.9
PRC_002303,lcd_panel,lcd_tv_panel,Mumbai Suburban,Maharashtra,2025-11-22T12:56:00.000Z,21.33,,kg,INR,15.09,30.18,REC_006,completed_transaction,0.9
PRC_010600,lcd_panel,lcd_tv_panel,Chhatrapati Sambhajinagar,Maharashtra,2025-11-22T13:41:00.000Z,19.74,,kg,INR,12.57,25.15,REC_016,aggregator_board,0.55
PRC_008151,mixed_plastic,plastic_hips_tv,Nashik,Maharashtra,2025-11-22T13:44:00.000Z,24.45,27.2,kg,INR,15.03,30.06,,aggregator_board,0.55
PRC_013402,cable,cable_copper_house,New Delhi,Delhi,2025-11-22T14:05:00.000Z,496.07,571.18,kg,INR,368.47,552.71,,completed_transaction,0.9
PRC_003607,motor_magnet,motor_hdd_assembly,Mumbai Suburban,Maharashtra,2025-11-22T14:50:00.000Z,254.23,302.21,kg,INR,200.95,379.58,REC_006,completed_transaction,0.9
PRC_007400,cable,cable_mixed_scrap,Nashik,Maharashtra,2025-11-22T14:57:00.000Z,200.14,230.43,kg,INR,126.97,253.94,,completed_transaction,0.9
PRC_003369,battery,battery_li_ion_laptop,Mumbai Suburban,Maharashtra,2025-11-22T15:05:00.000Z,253.41,273.93,kg,INR,159.95,342.74,REC_007,completed_transaction,0.9
PRC_000556,pcb,pcb_motherboard,Pune,Maharashtra,2025-11-22T15:07:00.000Z,323.51,,kg,INR,202.05,404.1,,aggregator_board,0.55
PRC_015971,battery,battery_button_cell,Bengaluru Urban,Karnataka,2025-11-22T15:09:00.000Z,98.13,121.59,kg,INR,67.28,156.98,,recycler_quote,0.7
PRC_006203,crt,crt_tv,Nashik,Maharashtra,2025-11-22T15:26:00.000Z,6.06,7.35,kg,INR,3.79,8.53,,recycler_quote,0.7
PRC_014648,crt,crt_yoke,Bengaluru Urban,Karnataka,2025-11-22T15:36:00.000Z,81.56,88.12,kg,INR,59.94,103.53,REC_020,recycler_quote,0.7
PRC_006119,mixed_plastic,plastic_mixed_dirty,Thane,Maharashtra,2025-11-22T15:49:00.000Z,12.26,15.63,kg,INR,6.23,16.61,REC_011,completed_transaction,0.9
PRC_008890,pcb,pcb_ram_gold,Nagpur,Maharashtra,2025-11-22T16:18:00.000Z,1382.91,1527.05,kg,INR,796.66,1947.39,REC_015,completed_transaction,0.9
PRC_004528,lcd_panel,lcd_laptop_panel,Thane,Maharashtra,2025-11-22T17:40:00.000Z,48.71,58.65,kg,INR,30.31,70.72,REC_010,completed_transaction,0.9
PRC_014214,motor_magnet,motor_fan_ac,New Delhi,Delhi,2025-11-22T18:01:00.000Z,162.42,192.02,kg,INR,126.66,218.78,REC_019,completed_transaction,0.9
PRC_008230,mixed_plastic,plastic_mixed_dirty,Nashik,Maharashtra,2025-11-22T18:13:00.000Z,11.23,11.99,kg,INR,5.64,15.03,,recycler_quote,0.7
PRC_001949,mixed_plastic,plastic_hips_tv,Pune,Maharashtra,2025-11-22T18:23:00.000Z,22.92,29.12,kg,INR,15.82,31.64,,recycler_quote,0.7
PRC_010669,lcd_panel,lcd_monitor_panel,Chhatrapati Sambhajinagar,Maharashtra,2025-11-23T07:23:00.000Z,24.24,,kg,INR,14.33,28.65,,completed_transaction,0.9
PRC_000974,cable,cable_copper_house,Pune,Maharashtra,2025-11-23T08:37:00.000Z,389.69,496.42,kg,INR,325.99,488.98,REC_003,completed_transaction,0.9
PRC_001124,cable,cable_aluminium,Pune,Maharashtra,2025-11-23T09:25:00.000Z,154.4,167.11,kg,INR,112.06,178.27,REC_005,recycler_quote,0.7
PRC_013984,motor_magnet,motor_hdd_assembly,New Delhi,Delhi,2025-11-23T09:25:00.000Z,321.76,,kg,INR,209.09,394.94,REC_018,recycler_quote,0.7
PRC_009095,pcb,pcb_tv_low_grade,Nagpur,Maharashtra,2025-11-23T09:33:00.000Z,110.44,116.65,kg,INR,61.8,141.25,,completed_transaction,0.9
PRC_011055,pcb,pcb_cpu_processor,Chhatrapati Sambhajinagar,Maharashtra,2025-11-23T09:36:00.000Z,3509.44,,kg,INR,1554.51,5613.5,REC_016,completed_transaction,0.9
PRC_016033,motor_magnet,motor_hdd_assembly,Bengaluru Urban,Karnataka,2025-11-23T09:57:00.000Z,289.26,305.97,kg,INR,197.89,373.79,,completed_transaction,0.9
PRC_007475,battery,battery_li_ion_mobile,Nashik,Maharashtra,2025-11-23T10:27:00.000Z,172.76,,kg,INR,120.64,261.38,REC_013,aggregator_board,0.55
PRC_003977,mixed_plastic,plastic_hips_tv,Mumbai Suburban,Maharashtra,2025-11-23T10:46:00.000Z,27.59,29.95,kg,INR,17.07,34.14,REC_007,completed_transaction,0.9
PRC_009547,battery,battery_li_ion_mobile,Nagpur,Maharashtra,2025-11-23T10:51:00.000Z,188.34,,kg,INR,116.83,253.12,REC_014,completed_transaction,0.9
PRC_012058,motor_magnet,motor_speaker_magnet,Chhatrapati Sambhajinagar,Maharashtra,2025-11-23T11:00:00.000Z,66.62,,kg,INR,42,88.68,REC_017,completed_transaction,0.9
PRC_016495,mixed_plastic,plastic_mixed_dirty,Bengaluru Urban,Karnataka,2025-11-23T11:24:00.000Z,11.56,,kg,INR,6.28,16.75,REC_021,completed_transaction,0.9
PRC_003027,cable,cable_copper_house,Mumbai Suburban,Maharashtra,2025-11-23T11:52:00.000Z,491.31,,kg,INR,352.07,528.1,REC_006,aggregator_board,0.55
PRC_013761,battery,battery_li_ion_laptop,New Delhi,Delhi,2025-11-23T12:03:00.000Z,276.99,,kg,INR,165.93,355.56,,field_survey,0.85
PRC_000903,pcb,pcb_power_supply,Pune,Maharashtra,2025-11-23T12:13:00.000Z,138.23,,kg,INR,91.68,193.55,REC_001,completed_transaction,0.9
PRC_006350,crt,crt_yoke,Nashik,Maharashtra,2025-11-23T12:17:00.000Z,72.88,81.24,kg,INR,53.23,91.94,REC_013,completed_transaction,0.9
PRC_014856,lcd_panel,lcd_laptop_panel,Bengaluru Urban,Karnataka,2025-11-23T12:27:00.000Z,49.4,,kg,INR,30.51,71.2,REC_020,completed_transaction,0.9
PRC_009475,cable,cable_mixed_scrap,Nagpur,Maharashtra,2025-11-23T12:41:00.000Z,190.24,,kg,INR,121.84,243.68,REC_014,aggregator_board,0.55
PRC_014503,crt,crt_tv,Bengaluru Urban,Karnataka,2025-11-23T12:55:00.000Z,6.64,,kg,INR,4.22,9.49,,completed_transaction,0.9
PRC_003313,battery,battery_li_ion_mobile,Mumbai Suburban,Maharashtra,2025-11-23T13:39:00.000Z,215.48,250.05,kg,INR,137.14,297.15,REC_008,field_survey,0.85
PRC_003238,cable,cable_mixed_scrap,Mumbai Suburban,Maharashtra,2025-11-23T13:53:00.000Z,173.51,,kg,INR,143.03,286.05,REC_006,aggregator_board,0.55
PRC_006726,pcb,pcb_motherboard,Nashik,Maharashtra,2025-11-23T13:53:00.000Z,269.69,,kg,INR,191.43,382.87,REC_013,field_survey,0.85
PRC_000618,pcb,pcb_ram_gold,Pune,Maharashtra,2025-11-23T13:55:00.000Z,1810.71,2195.56,kg,INR,863.62,2111.06,REC_002,field_survey,0.85
PRC_012890,lcd_panel,led_backlight_strip,New Delhi,Delhi,2025-11-23T14:00:00.000Z,99.95,127.06,kg,INR,64.48,139.71,,completed_transaction,0.9
PRC_001730,motor_magnet,motor_speaker_magnet,Pune,Maharashtra,2025-11-23T14:04:00.000Z,75.82,97.38,kg,INR,46.67,98.53,,completed_transaction,0.9
PRC_004864,pcb,pcb_mobile,Thane,Maharashtra,2025-11-23T14:59:00.000Z,1139.43,1257.67,kg,INR,705.29,1612.08,,completed_transaction,0.9
PRC_005754,motor_magnet,motor_small_appliance,Thane,Maharashtra,2025-11-23T15:42:00.000Z,122.5,,kg,INR,101.62,176.49,,recycler_quote,0.7
PRC_004792,pcb,pcb_cpu_processor,Thane,Maharashtra,2025-11-23T15:50:00.000Z,4365.68,4636.73,kg,INR,1813.59,6549.09,REC_011,completed_transaction,0.9
PRC_015802,battery,battery_li_ion_laptop,Bengaluru Urban,Karnataka,2025-11-23T15:56:00.000Z,226.25,280.72,kg,INR,157.04,336.51,REC_021,completed_transaction,0.9
PRC_012418,crt,crt_tv,New Delhi,Delhi,2025-11-23T16:07:00.000Z,6.52,7.31,kg,INR,4.46,10.03,REC_019,completed_transaction,0.9
PRC_001367,battery,battery_li_ion_laptop,Pune,Maharashtra,2025-11-23T16:23:00.000Z,222.98,,kg,INR,148.15,317.46,,completed_transaction,0.9
PRC_001511,battery,battery_button_cell,Pune,Maharashtra,2025-11-23T17:00:00.000Z,108.09,125.18,kg,INR,63.49,148.15,REC_005,aggregator_board,0.55
PRC_002229,crt,crt_yoke,Mumbai Suburban,Maharashtra,2025-11-23T17:38:00.000Z,78.44,,kg,INR,60.51,104.52,REC_007,completed_transaction,0.9
PRC_007401,cable,cable_mixed_scrap,Nashik,Maharashtra,2025-11-23T18:04:00.000Z,187.64,,kg,INR,125.81,251.62,REC_013,recycler_quote,0.7
PRC_013565,cable,cable_aluminium,New Delhi,Delhi,2025-11-23T18:23:00.000Z,156.77,,kg,INR,125.51,199.67,REC_018,recycler_quote,0.7
PRC_001058,cable,cable_data_thin,Pune,Maharashtra,2025-11-23T18:45:00.000Z,129.31,,kg,INR,91.68,183.37,REC_002,aggregator_board,0.55
PRC_004529,lcd_panel,lcd_laptop_panel,Thane,Maharashtra,2025-11-24T07:01:00.000Z,52.72,,kg,INR,30.5,71.16,REC_010,completed_transaction,0.9
PRC_006578,lcd_panel,lcd_laptop_panel,Nashik,Maharashtra,2025-11-24T07:36:00.000Z,43.24,,kg,INR,27.59,64.38,,aggregator_board,0.55
PRC_014138,motor_magnet,motor_speaker_magnet,New Delhi,Delhi,2025-11-24T07:49:00.000Z,78.74,,kg,INR,51.71,109.16,,completed_transaction,0.9
PRC_011129,pcb,pcb_mobile,Chhatrapati Sambhajinagar,Maharashtra,2025-11-24T07:56:00.000Z,1138.31,,kg,INR,609.91,1394.09,REC_017,recycler_quote,0.7
PRC_016414,mixed_plastic,plastic_hips_tv,Bengaluru Urban,Karnataka,2025-11-24T08:02:00.000Z,24.23,,kg,INR,16.86,33.72,REC_020,completed_transaction,0.9
PRC_005970,mixed_plastic,plastic_abs_casing,Thane,Maharashtra,2025-11-24T08:03:00.000Z,31.62,36.14,kg,INR,22.96,43.83,REC_011,completed_transaction,0.9
PRC_000904,pcb,pcb_power_supply,Pune,Maharashtra,2025-11-24T08:05:00.000Z,152.44,173.88,kg,INR,91.16,192.45,REC_001,field_survey,0.85
PRC_015803,battery,battery_li_ion_laptop,Bengaluru Urban,Karnataka,2025-11-24T08:12:00.000Z,237.71,,kg,INR,156.48,335.31,REC_021,aggregator_board,0.55
PRC_005384,battery,battery_li_ion_mobile,Thane,Maharashtra,2025-11-24T08:57:00.000Z,204.24,,kg,INR,132.86,287.86,REC_011,aggregator_board,0.55
PRC_005755,motor_magnet,motor_small_appliance,Thane,Maharashtra,2025-11-24T09:00:00.000Z,144.42,164.69,kg,INR,101.03,175.48,REC_011,recycler_quote,0.7
PRC_005598,battery,battery_button_cell,Thane,Maharashtra,2025-11-24T09:01:00.000Z,104.26,,kg,INR,66.43,155,REC_011,completed_transaction,0.9
PRC_011698,battery,battery_li_ion_laptop,Chhatrapati Sambhajinagar,Maharashtra,2025-11-24T09:06:00.000Z,216.77,,kg,INR,132.86,284.7,REC_016,recycler_quote,0.7
PRC_003239,cable,cable_mixed_scrap,Mumbai Suburban,Maharashtra,2025-11-24T09:15:00.000Z,199.13,,kg,INR,142.21,284.42,,aggregator_board,0.55
PRC_000483,lcd_panel,led_backlight_strip,Pune,Maharashtra,2025-11-24T09:22:00.000Z,90.36,,kg,INR,58.09,125.86,REC_001,completed_transaction,0.9
PRC_014649,crt,crt_yoke,Bengaluru Urban,Karnataka,2025-11-24T09:39:00.000Z,76.41,,kg,INR,59.05,102,,completed_transaction,0.9
PRC_011980,motor_magnet,motor_small_appliance,Chhatrapati Sambhajinagar,Maharashtra,2025-11-24T09:45:00.000Z,110.93,,kg,INR,86.6,150.41,REC_017,completed_transaction,0.9
PRC_008231,mixed_plastic,plastic_mixed_dirty,Nashik,Maharashtra,2025-11-24T09:48:00.000Z,9.63,10.34,kg,INR,5.67,15.11,REC_013,recycler_quote,0.7
PRC_014366,mixed_plastic,plastic_hips_tv,New Delhi,Delhi,2025-11-24T10:01:00.000Z,24.61,,kg,INR,17.81,35.62,REC_019,completed_transaction,0.9
PRC_015586,cable,cable_aluminium,Bengaluru Urban,Karnataka,2025-11-24T10:03:00.000Z,140.36,175.51,kg,INR,118.1,187.89,REC_020,recycler_quote,0.7
PRC_002024,mixed_plastic,plastic_mixed_dirty,Pune,Maharashtra,2025-11-24T10:25:00.000Z,12.79,15.64,kg,INR,5.96,15.9,,aggregator_board,0.55
PRC_006044,mixed_plastic,plastic_hips_tv,Thane,Maharashtra,2025-11-24T10:28:00.000Z,21.55,,kg,INR,16.7,33.4,REC_011,field_survey,0.85
PRC_008963,pcb,pcb_cpu_processor,Nagpur,Maharashtra,2025-11-24T11:03:00.000Z,3563.96,,kg,INR,1603.2,5789.34,,recycler_quote,0.7
PRC_004865,pcb,pcb_mobile,Thane,Maharashtra,2025-11-24T11:26:00.000Z,1181.87,1271.73,kg,INR,711.57,1626.44,REC_010,completed_transaction,0.9
PRC_000180,crt,crt_yoke,Pune,Maharashtra,2025-11-24T12:47:00.000Z,67.21,,kg,INR,55.71,96.22,REC_003,completed_transaction,0.9
PRC_007629,battery,battery_lead_acid_ups,Nashik,Maharashtra,2025-11-24T13:30:00.000Z,85.82,110.59,kg,INR,75.13,105.18,REC_013,recycler_quote,0.7
PRC_009168,pcb,pcb_power_supply,Nagpur,Maharashtra,2025-11-24T13:38:00.000Z,125.95,144.51,kg,INR,83.87,177.05,REC_014,completed_transaction,0.9
PRC_000772,pcb,pcb_mobile,Pune,Maharashtra,2025-11-24T13:41:00.000Z,1084.8,,kg,INR,677.68,1548.99,REC_004,recycler_quote,0.7
PRC_004793,pcb,pcb_cpu_processor,Thane,Maharashtra,2025-11-24T13:49:00.000Z,4102.14,5213.49,kg,INR,1829.74,6607.4,REC_011,completed_transaction,0.9
PRC_008670,lcd_panel,lcd_laptop_panel,Nagpur,Maharashtra,2025-11-24T14:07:00.000Z,45.8,49.92,kg,INR,26.72,62.35,REC_015,completed_transaction,0.9
PRC_004140,crt,crt_tv,Thane,Maharashtra,2025-11-24T14:16:00.000Z,7.51,9.62,kg,INR,4.17,9.39,REC_010,completed_transaction,0.9
PRC_015424,cable,cable_copper_house,Bengaluru Urban,Karnataka,2025-11-24T14:53:00.000Z,424.25,,kg,INR,343.57,515.35,,recycler_quote,0.7
PRC_004207,crt,crt_monitor,Thane,Maharashtra,2025-11-24T14:59:00.000Z,7.23,,kg,INR,5.22,11.48,,field_survey,0.85
PRC_006204,crt,crt_tv,Nashik,Maharashtra,2025-11-24T15:01:00.000Z,6.21,,kg,INR,3.78,8.5,REC_013,recycler_quote,0.7
PRC_008743,lcd_panel,led_backlight_strip,Nagpur,Maharashtra,2025-11-24T15:14:00.000Z,84.17,95.9,kg,INR,53.44,115.79,,completed_transaction,0.9
PRC_011421,cable,cable_data_thin,Chhatrapati Sambhajinagar,Maharashtra,2025-11-24T15:17:00.000Z,127.94,,kg,INR,82.04,164.09,REC_017,recycler_quote,0.7
PRC_001280,battery,battery_li_ion_mobile,Pune,Maharashtra,2025-11-24T15:49:00.000Z,217.61,,kg,INR,126.53,274.15,REC_002,recycler_quote,0.7
PRC_007328,cable,cable_aluminium,Nashik,Maharashtra,2025-11-24T16:12:00.000Z,131.39,,kg,INR,105.85,168.39,REC_013,aggregator_board,0.55
PRC_002434,lcd_panel,lcd_laptop_panel,Mumbai Suburban,Maharashtra,2025-11-24T16:24:00.000Z,49.72,58.31,kg,INR,31.37,73.19,,completed_transaction,0.9
PRC_013489,cable,cable_data_thin,New Delhi,Delhi,2025-11-24T16:24:00.000Z,173.1,208.94,kg,INR,102.1,204.2,REC_019,completed_transaction,0.9
PRC_004648,pcb,pcb_motherboard,Thane,Maharashtra,2025-11-24T17:03:00.000Z,318.19,345.68,kg,INR,213.47,426.94,REC_010,recycler_quote,0.7
PRC_015972,battery,battery_button_cell,Bengaluru Urban,Karnataka,2025-11-24T17:05:00.000Z,104.91,113.67,kg,INR,67.06,156.48,REC_021,completed_transaction,0.9
PRC_003524,battery,battery_button_cell,Mumbai Suburban,Maharashtra,2025-11-24T17:08:00.000Z,122.79,148.14,kg,INR,68.33,159.43,REC_009,recycler_quote,0.7
PRC_001368,battery,battery_li_ion_laptop,Pune,Maharashtra,2025-11-24T17:34:00.000Z,221.27,239.43,kg,INR,147.62,316.33,REC_001,completed_transaction,0.9
PRC_008453,crt,crt_yoke,Nagpur,Maharashtra,2025-11-24T17:45:00.000Z,62.82,76.3,kg,INR,51.25,88.53,REC_015,recycler_quote,0.7
PRC_014215,motor_magnet,motor_fan_ac,New Delhi,Delhi,2025-11-24T17:52:00.000Z,158.18,186.18,kg,INR,124.79,215.54,,recycler_quote,0.7
PRC_005530,battery,battery_lead_acid_ups,Thane,Maharashtra,2025-11-24T18:42:00.000Z,77.92,99.86,kg,INR,83.04,116.25,,field_survey,0.85
PRC_007987,motor_magnet,motor_fan_ac,Nashik,Maharashtra,2025-11-25T07:03:00.000Z,142.46,,kg,INR,105.64,182.47,REC_013,completed_transaction,0.9
PRC_012131,motor_magnet,motor_fan_ac,Chhatrapati Sambhajinagar,Maharashtra,2025-11-25T07:11:00.000Z,106.87,,kg,INR,100.08,172.86,REC_016,recycler_quote,0.7
PRC_005173,cable,cable_data_thin,Thane,Maharashtra,2025-11-25T07:21:00.000Z,135.44,,kg,INR,95.53,191.06,,recycler_quote,0.7
PRC_005242,cable,cable_aluminium,Thane,Maharashtra,2025-11-25T07:27:00.000Z,163.93,210.6,kg,INR,116.76,185.75,REC_010,aggregator_board,0.55
PRC_002304,lcd_panel,lcd_tv_panel,Mumbai Suburban,Maharashtra,2025-11-25T07:31:00.000Z,20.13,,kg,INR,15.03,30.05,,completed_transaction,0.9
PRC_008671,lcd_panel,lcd_laptop_panel,Nagpur,Maharashtra,2025-11-25T07:47:00.000Z,45.78,49.46,kg,INR,26.69,62.27,REC_014,completed_transaction,0.9
PRC_014139,motor_magnet,motor_speaker_magnet,New Delhi,Delhi,2025-11-25T08:01:00.000Z,67.77,86.12,kg,INR,51.23,108.16,,recycler_quote,0.7
PRC_001731,motor_magnet,motor_speaker_magnet,Pune,Maharashtra,2025-11-25T08:15:00.000Z,70.77,85.3,kg,INR,45.74,96.57,REC_004,recycler_quote,0.7
PRC_001583,motor_magnet,motor_hdd_assembly,Pune,Maharashtra,2025-11-25T08:25:00.000Z,254.86,285.29,kg,INR,182.98,345.63,REC_002,completed_transaction,0.9
PRC_008817,pcb,pcb_motherboard,Nagpur,Maharashtra,2025-11-25T08:46:00.000Z,369.54,471.36,kg,INR,186.81,373.62,REC_014,recycler_quote,0.7
PRC_007103,pcb,pcb_power_supply,Nashik,Maharashtra,2025-11-25T08:56:00.000Z,169.92,,kg,INR,86.43,182.47,REC_012,aggregator_board,0.55
PRC_015587,cable,cable_aluminium,Bengaluru Urban,Karnataka,2025-11-25T09:03:00.000Z,148.24,189.2,kg,INR,117.87,187.52,,field_survey,0.85
PRC_005385,battery,battery_li_ion_mobile,Thane,Maharashtra,2025-11-25T09:19:00.000Z,178.36,,kg,INR,130.99,283.8,REC_011,recycler_quote,0.7
PRC_015266,pcb,pcb_tv_low_grade,Bengaluru Urban,Karnataka,2025-11-25T09:43:00.000Z,113.25,122.63,kg,INR,71.75,163.99,REC_020,completed_transaction,0.9
PRC_003608,motor_magnet,motor_hdd_assembly,Mumbai Suburban,Maharashtra,2025-11-25T09:51:00.000Z,239.53,267.37,kg,INR,197.62,373.28,REC_006,aggregator_board,0.55
PRC_011506,cable,cable_aluminium,Chhatrapati Sambhajinagar,Maharashtra,2025-11-25T09:57:00.000Z,131.65,,kg,INR,100.08,159.22,REC_016,aggregator_board,0.55
PRC_009697,battery,battery_lead_acid_ups,Nagpur,Maharashtra,2025-11-25T10:09:00.000Z,102.57,,kg,INR,71.73,100.42,REC_014,recycler_quote,0.7
PRC_011267,pcb,pcb_power_supply,Chhatrapati Sambhajinagar,Maharashtra,2025-11-25T10:12:00.000Z,131.5,,kg,INR,81.88,172.86,,completed_transaction,0.9
PRC_000773,pcb,pcb_mobile,Pune,Maharashtra,2025-11-25T10:38:00.000Z,963.26,,kg,INR,676.84,1547.07,REC_003,aggregator_board,0.55
PRC_013985,motor_magnet,motor_hdd_assembly,New Delhi,Delhi,2025-11-25T10:41:00.000Z,333.78,425.2,kg,INR,204.94,387.1,REC_018,recycler_quote,0.7
PRC_012499,crt,crt_monitor,New Delhi,Delhi,2025-11-25T10:48:00.000Z,7.91,,kg,INR,5.57,12.24,REC_018,completed_transaction,0.9
PRC_010134,mixed_plastic,plastic_abs_casing,Nagpur,Maharashtra,2025-11-25T10:58:00.000Z,28.2,,kg,INR,20.21,38.59,REC_015,completed_transaction,0.9
PRC_012207,mixed_plastic,plastic_abs_casing,Chhatrapati Sambhajinagar,Maharashtra,2025-11-25T11:10:00.000Z,32.06,37.5,kg,INR,19.78,37.75,REC_016,aggregator_board,0.55
PRC_005599,battery,battery_button_cell,Thane,Maharashtra,2025-11-25T11:24:00.000Z,109.1,133.82,kg,INR,65.49,152.82,,recycler_quote,0.7
